IDA	IDB	Label
YAL003W	YPL048W	positive
YNL191W	YNL021W	negative
YEL056W	YPL001W	positive
YNL201C	YNL064C	negative
YER173W	YDR377W	negative
YDL092W	YDR407C	negative
YDR190C	YNL051W	negative
YML081C-A	YOR340C	negative
YDR470C	YBR233W-A	negative
YIL112W	YPR031W	negative
YNL131W	YGR180C	negative
YGL066W	YHR051W	negative
YDL126C	YHL029C	negative
YML062C	YBR102C	negative
YML121W	YLR319C	negative
YEL002C	YMR033W	negative
YPL047W	YMR028W	negative
Q0045	YPL024W	negative
YER068W	YIL038C	positive
YOR151C	YKR026C	negative
YDR472W	YLL004W	negative
YLR141W	YPR041W	negative
YJL148W	YJL166W	negative
YDL176W	YML099C	negative
YEL019C	YEL051W	negative
YGR238C	YMR054W	negative
YMR061W	YDR228C	positive
YMR035W	YHL029C	negative
YNL261W	YPL094C	negative
YMR035W	YJL014W	negative
YOR295W	YPL234C	negative
YJL065C	YEL027W	negative
YCR020C-A	YCR020C-A	positive
YGL044C	YLR433C	negative
YNL261W	Q0130	negative
YLR385C	YLR459W	negative
YLR203C	YLR433C	negative
YHR039C-A	YJL166W	negative
YNL071W	YLL022C	negative
YDL014W	YBR077C	negative
YDL113C	YCR035C	negative
YJR082C	YBR091C	negative
YER070W	YAL042W	negative
YIL022W	YEL003W	negative
YBR118W	YGR179C	negative
YLR212C	YJR010C-A	negative
YBR154C	YPR187W	positive
YCR042C	YML114C	positive
YMR078C	YCL016C	positive
YDL192W	YOR299W	positive
YNL026W	YGR047C	negative
YKL022C	YML129C	negative
YDR429C	YGL223C	negative
YOR260W	YDL181W	negative
YML081C-A	YML081C-A	positive
YKL042W	YAL047C	positive
YCL008C	YDR469W	negative
YLR291C	YKL122C	negative
YPR010C	YDR156W	positive
YNL287W	YBR095C	negative
YJL184W	YMR146C	negative
YDR480W	YMR246W	negative
YHR099W	YNL041C	negative
YLR191W	YCR035C	negative
YGL044C	YGL044C	positive
YBL006C	YML019W	negative
YPL047W	YGR193C	negative
YLR381W	YMR054W	negative
YPL149W	YPL149W	positive
YGL145W	YGL240W	negative
YKL143W	YHR186C	negative
YLR207W	YLR291C	negative
YLR085C	YLR085C	positive
YJL012C	YKL173W	negative
YER083C	YHR062C	negative
YFL008W	YDR472W	negative
YDR245W	YER133W	negative
YMR044W	YCR095C	negative
YER157W	YMR093W	negative
YMR035W	YLR275W	negative
YDL108W	YER171W	positive
YFL009W	YIL035C	negative
YKL012W	YBR119W	positive
YIL112W	YNL225C	negative
YDR224C	YJL034W	negative
YOR290C	YHR188C	negative
YER083C	YJL011C	negative
YAL003W	YNL039W	negative
YKR026C	YDR478W	negative
YPL007C	YNL084C	negative
YDL047W	YDL047W	positive
YGL223C	YOL115W	negative
YPR190C	YLL021W	negative
YLR385C	YDL113C	negative
YOR090C	YGR119C	negative
YDL102W	YBL037W	negative
YIR008C	YBR103W	negative
YKR025W	YNL051W	negative
YNL288W	YDR148C	negative
YOR069W	YLR291C	negative
YOL148C	YDL232W	negative
YGR134W	YEL051W	negative
YOL148C	YPL174C	negative
YPR107C	YJL014W	negative
YDR121W	YOR353C	negative
YFR033C	YGR183C	positive
Q0085	YBR167C	negative
YEL056W	Q0045	negative
YGL201C	YMR237W	negative
YGR129W	YGL020C	negative
YOR001W	YLL006W	negative
YPR020W	YBR109C	negative
YAR002C-A	YJL164C	negative
YOR085W	YML019W	positive
YGR252W	YGR261C	negative
YHR186C	YJL025W	negative
YPL122C	YJL111W	negative
YIL115C	YDR211W	negative
YKR095W-A	YNL286W	negative
YBR289W	YER122C	negative
YBR119W	YGR013W	positive
YLR088W	YDL176W	negative
YKL138C-A	YFL018C	negative
YDL175C	YER019C-A	negative
YDL067C	YDL008W	negative
YDR027C	YPR175W	negative
YDL181W	YJL014W	negative
YGR195W	YHR069C	positive
YIR025W	YIR025W	positive
YLR141W	YKR068C	negative
YDL111C	YMR035W	negative
YDL192W	YLR005W	negative
YHR013C	YPR034W	negative
YDL092W	YPL210C	positive
YOR260W	YDL165W	negative
YEL036C	YER172C	negative
YLR457C	YNL288W	negative
YER157W	YBR281C	negative
YDL105W	YDR288W	positive
YJL076W	YDL040C	negative
YER122C	YDR211W	negative
YMR268C	YDL195W	negative
YBR077C	YBR077C	positive
YLR129W	YNL064C	negative
YBL003C	YDR225W	positive
YDL150W	YNL041C	negative
YPL129W	YPL129W	positive
YNR035C	YPL085W	negative
YBR010W	YML077W	negative
YPL047W	YDR145W	positive
YLR203C	YGL061C	negative
YDL002C	YOR141C	positive
YBR010W	YMR060C	negative
YMR268C	YML077W	negative
YLR052W	YOR141C	positive
Q0080	YKR025W	negative
YDR470C	YPL038W	negative
YEL036C	YHR167W	negative
YPL126W	YBL037W	negative
YER157W	YMR227C	negative
YLR197W	YOR115C	negative
YKR007W	YOL133W	negative
YOL094C	YEL027W	negative
YNR003C	YER025W	negative
Q0085	YLL021W	negative
YGL145W	YJR045C	negative
YAL041W	YJR086W	positive
YNL071W	YIL042C	positive
YLR207W	YAL047C	negative
YFR033C	YBL097W	negative
YJL104W	YKR065C	positive
YCR086W	YJR102C	negative
YMR033W	YLR321C	positive
YBL084C	YKL022C	positive
YGL100W	YJL014W	negative
YMR236W	YKR020W	negative
YGL194C	YKR029C	positive
YJL024C	YOR249C	negative
YDR108W	YNL126W	negative
YDR207C	YIL084C	positive
YFR033C	YFR033C	positive
YOR346W	YBL037W	negative
YLR318W	YJR007W	negative
Q0085	YNL290W	negative
YIR017C	YML019W	negative
YBR175W	YMR026C	negative
YDL105W	YNL047C	negative
YHR186C	YNL253W	negative
YMR078C	YER087C-B	negative
YDR422C	YKR008W	negative
YDR202C	YNL262W	negative
YOR260W	YDR498C	negative
YPR110C	YNL051W	negative
YGL244W	YEL051W	negative
YLR447C	YHR039C-A	positive
YGL116W	YMR231W	negative
YNL214W	YPL254W	negative
YNL052W	YOL034W	negative
YNL330C	YOR103C	negative
YLR409C	YCL037C	negative
YML043C	YJL154C	negative
YML100W	YML100W	positive
YPR029C	YKL173W	negative
YBR171W	YJR060W	negative
YNL261W	YGL200C	negative
YHR084W	YGL223C	negative
YPR031W	YCL016C	negative
YDL181W	YKL016C	positive
YCR086W	YDR439W	positive
YNL030W	YBR009C	positive
YKR038C	YGR262C	positive
YJR042W	YIL139C	negative
YER157W	YLR291C	negative
YMR223W	YBR077C	negative
YDR422C	YCR052W	negative
YOL117W	YNL131W	negative
YGR261C	YKL042W	negative
YLR318W	YML100W	negative
YJR045C	YDR498C	negative
YER087C-B	YEL026W	negative
YJR102C	YJR102C	positive
YBR039W	YDR228C	negative
YBL025W	YOR317W	negative
YLR102C	YDL008W	positive
YGR252W	YIL109C	negative
YDR108W	YKL122C	negative
YDR057W	YNL032W	negative
YJR022W	YGL191W	negative
YOR014W	YNL051W	negative
YIL061C	YML100W	negative
YLR396C	YDR181C	negative
YGR206W	YKL014C	negative
YJL024C	YBL016W	negative
YML112W	YDR019C	negative
YGR135W	YKR029C	negative
YAR002C-A	YKL014C	negative
YPR110C	YKR025W	positive
YJR005W	YPL049C	negative
YMR091C	YML029W	negative
YJR082C	YML081C-A	negative
YDL102W	YCR095C	negative
YNL261W	YPL019C	negative
YPR187W	YNL151C	positive
YNL139C	YBR126C	negative
YJL099W	YLR200W	negative
YOL068C	YFL039C	negative
YPL138C	YDR086C	negative
YDR324C	YJR007W	negative
YHR119W	YPR032W	negative
YGL005C	YDR073W	negative
YAL001C	YAL001C	positive
YDL192W	YLR145W	negative
YDR477W	YDR472W	negative
YCR084C	YCR084C	positive
YKL022C	YOR317W	negative
YLR370C	YDR173C	negative
YHR165C	YDR495C	negative
YNL071W	YPR190C	negative
YOR014W	YDL067C	negative
YLR360W	YDR019C	negative
YOL062C	YML065W	negative
YDL111C	YDL077C	negative
YIL062C	YDL029W	positive
YPL010W	YOR217W	negative
Q0105	Q0105	positive
YDR439W	YDR407C	negative
YBR126C	YMR026C	negative
YPR181C	YJR060W	negative
YDR145W	YML015C	positive
YKL012W	YBR254C	negative
YJL183W	YGR186W	negative
YHR012W	YMR294W	negative
YHR085W	YHR197W	positive
YDR243C	YPR082C	positive
YDL185W	YGR180C	negative
YDL008W	YAL042W	negative
YKL112W	YDR377W	negative
YGR083C	YDR054C	negative
YGR183C	YPR082C	negative
YJL030W	YPR080W	negative
YDR265W	YFR050C	negative
YDL150W	YPR187W	positive
YLR295C	YOR368W	negative
YML092C	YPR036W	negative
YDR378C	YER072W	negative
YER122C	YBR081C	negative
YER083C	YCR020W-B	negative
YKR029C	YKR029C	positive
YMR052W	YMR052W	positive
YDR016C	YOR299W	negative
YMR117C	YML077W	negative
YDL029W	YDR181C	negative
YDL077C	YOL145C	negative
YGL120C	YGL120C	positive
YOL144W	YNL131W	negative
YHR186C	YGL044C	negative
YDL145C	YGR186W	negative
YMR309C	YDR303C	negative
YGR246C	YDR108W	negative
YCR095C	Q0105	negative
YPL129W	YPR031W	positive
YJR082C	YOR045W	negative
YOL012C	YDR188W	negative
YDL014W	YKR027W	negative
YLR192C	YOL115W	negative
YGL150C	YGL187C	negative
YBL052C	YDR422C	negative
YPR133W-A	YHR158C	negative
YDL084W	YDL232W	negative
YLR119W	YKL012W	negative
YDL143W	YGR030C	negative
YML077W	YNL286W	negative
YLL004W	YBR254C	negative
YDR285W	YDR057W	negative
YOL013C	YGL237C	negative
Q0275	YDL002C	negative
YLR395C	YGR002C	negative
YGR074W	YLR298C	positive
YML100W	YBR254C	negative
YMR146C	YHL025W	negative
YDR529C	YEL003W	negative
YLR274W	YMR203W	negative
YER025W	YJR007W	positive
YGL249W	YGL019W	negative
YPL138C	YPR020W	negative
YBR154C	YOR207C	positive
YGR275W	YLR207W	negative
YGR033C	YNL221C	negative
YMR236W	YDR495C	negative
YGR183C	YDR013W	negative
YGL223C	YMR029C	negative
YDR422C	YOR224C	negative
YJR052W	YGL105W	negative
YER178W	YLR274W	negative
YER008C	YLR166C	positive
YLR234W	YGL226C-A	negative
YLR197W	YLR066W	negative
YMR135C	YBR105C	positive
YDR310C	YJR007W	negative
YDR179C	YGL191W	negative
YNL006W	YJR066W	positive
YHR001W-A	YCR020W-B	negative
YMR078C	YDR246W	negative
YJL183W	YKL189W	negative
YDL029W	YDR324C	negative
YJR112W	YPL233W	positive
YPR105C	YOR212W	negative
YBR288C	YGR156W	negative
YPL255W	YBR095C	negative
YJL014W	YDR301W	negative
YIL022W	YKR065C	positive
YLL041C	YDR495C	negative
Q0275	YMR256C	positive
YPL011C	YDL040C	negative
YNL221C	YAL033W	positive
YHR166C	YCL016C	negative
YHR083W	YML015C	negative
YNL201C	YNL286W	negative
YPR007C	YMR026C	negative
YMR127C	YJL034W	negative
YBL016W	YAL030W	negative
YIL112W	YPL048W	negative
YNL191W	YAL011W	negative
YCR095C	YPL094C	negative
YMR005W	YMR227C	positive
YML102W	YJL058C	negative
YOL078W	YDR439W	negative
YDL047W	YER019C-A	negative
YBR198C	YPL011C	positive
YMR201C	YML095C	positive
YLR119W	YMR168C	negative
YDR322C-A	YFR028C	negative
YJL012C	YPL139C	negative
YDR288W	YDL232W	negative
YBL037W	YGR264C	negative
YEL056W	YPL050C	negative
YIL026C	YGR261C	negative
YMR048W	YKR020W	negative
YPL234C	YDL008W	negative
YDR484W	YBR188C	negative
YDR260C	YBR201W	negative
YDR285W	YLR088W	negative
YPL076W	YPL076W	positive
YOR368W	YNL153C	negative
YAL030W	YAL030W	positive
YBR171W	YOR210W	negative
YLR223C	YBR283C	negative
YGR082W	YBR103W	negative
YLR409C	YJL008C	negative
YGL022W	YOR279C	negative
YFL008W	YJL074C	positive
YPR162C	YJR007W	negative
YBR175W	YDR469W	positive
YIL115C	YLR291C	negative
YEL051W	YJR041C	negative
YIL009C-A	YGL019W	negative
YNL021W	YJL154C	negative
YJL085W	YGL246C	negative
YKL139W	YGL191W	negative
YDR529C	YMR033W	negative
YNL244C	YNL250W	negative
YOR299W	YOR141C	negative
YMR186W	YJR075W	negative
YHR167W	YER072W	negative
YLR318W	YHR158C	negative
YFR028C	YDR148C	negative
YJL012C	YJL210W	negative
YMR189W	YGR156W	negative
YEL053C	YER093C	negative
YDR437W	YCR084C	negative
YDL088C	YDR211W	negative
YIL143C	YMR029C	negative
YPL122C	YJL210W	negative
YOR211C	YPL016W	negative
YML071C	YLR102C	negative
YMR068W	YPL126W	negative
YDL108W	YDR460W	positive
YDL092W	YKL189W	negative
YDR260C	YJL012C	negative
YMR189W	YNL107W	negative
YOR001W	YHR069C	positive
YOR297C	YER171W	negative
YGR048W	YGR048W	positive
YJL030W	YJL002C	negative
YOR039W	Q0250	negative
YDL105W	YHR005C	negative
YLR447C	YIL009C-A	negative
YDR424C	YKR054C	positive
YDL130W-A	YNL051W	negative
YOR141C	YFL013C	positive
YMR149W	YGL112C	negative
YER157W	YNL051W	positive
YGL233W	YDL087C	negative
YBR201W	YFR037C	negative
YHR156C	YHR156C	positive
YMR093W	YMR146C	negative
YNL182C	YPL255W	negative
YBR128C	YLR360W	positive
YMR294W	YEL026W	negative
YDR311W	YPL063W	negative
YPR187W	YOR116C	positive
YER112W	YMR268C	positive
YBL045C	YEL003W	negative
YPR179C	YGL191W	negative
YKR068C	YJR043C	negative
YBR097W	YNL138W-A	negative
YDR013W	YGR264C	negative
YNL136W	YJL081C	positive
YOR249C	YPL002C	negative
YOL077W-A	YKL013C	negative
YPL243W	YOR299W	negative
YGL223C	YNL253W	negative
YKL185W	YPL139C	positive
YDL185W	YGL105W	negative
YPR025C	YPR025C	positive
YAL024C	YIR008C	negative
YOR299W	YKR027W	positive
YJL006C	YLR119W	negative
YML105C	YFR037C	negative
YDR377W	YNL032W	negative
YOR065W	YGL019W	negative
YPR056W	YDR212W	negative
YLR208W	YGL200C	positive
YMR314W	YMR314W	positive
YMR227C	YGR274C	positive
YMR218C	YBR254C	positive
YNL261W	YML065W	positive
YNL312W	YDR377W	negative
YNL330C	YNL330C	positive
YBR278W	YJL111W	negative
YDL192W	YJL176C	negative
YJL002C	YLR115W	negative
YGR074W	YHR158C	negative
YPL271W	YPL011C	negative
YCL061C	YJR075W	negative
YEL018W	YDR322C-A	negative
YKL081W	YGL150C	negative
YOR014W	YDL134C	positive
YJL203W	YLR275W	positive
YLR298C	YKL016C	negative
YJL074C	YFL018C	negative
YNL026W	YDR356W	negative
YMR153W	YOR212W	negative
YDR212W	YBR283C	negative
YDR067C	YDR289C	negative
YER112W	YAL030W	negative
YDR472W	YDR074W	negative
YPL167C	YMR029C	negative
YOR253W	YER083C	negative
YER157W	YDR176W	negative
YLR417W	YPL002C	positive
YJR064W	YBL035C	negative
YKR022C	YDL004W	negative
YHR187W	YPL086C	positive
YHR090C	YNL051W	negative
YAR002C-A	YDL030W	negative
YAL047C	YER146W	negative
YMR005W	YMR005W	positive
YKL138C-A	YJL034W	negative
YOR075W	YGL145W	positive
YMR052W	YLR015W	negative
YCR095C	YPL078C	negative
YCL039W	YMR135C	positive
YJR063W	YOR224C	positive
YNL312W	YHR001W-A	negative
YDR439W	YDL004W	negative
YLR440C	YDR156W	negative
YNL286W	YBL035C	negative
YDR377W	YER018C	negative
YIL109C	YDR013W	negative
YPL076W	YHL025W	negative
YGR074W	YGL226C-A	negative
YDR280W	YJL034W	negative
YPL213W	YLR275W	positive
YFR033C	YHR001W-A	positive
YGR090W	YIL142W	negative
YCR095C	YPL167C	negative
YDR429C	YGR179C	negative
YML049C	YDL043C	positive
YOR039W	YNL097C	negative
YBL075C	YOL069W	negative
YLR385C	YER008C	negative
YAL003W	YOR368W	negative
YDL150W	YDL004W	negative
YJR006W	YJR006W	positive
YPL129W	YPL016W	positive
YLR396C	YBL084C	negative
YDR080W	YJR064W	negative
YPR162C	YLL004W	positive
YDR207C	YLR191W	negative
YDR449C	YMR077C	negative
YLR447C	YOR332W	positive
YLR440C	YDR488C	negative
YOR217W	YMR299C	negative
YDR298C	YJL014W	negative
YFR033C	YIL143C	negative
YOR310C	YJR121W	negative
YDR176W	YJL099W	negative
YNL244C	YDL143W	negative
YDR167W	YML114C	positive
YJR006W	YFL039C	negative
YPL019C	YGL044C	negative
YDL145C	YLR052W	negative
YER178W	YJR052W	negative
YCL037C	YMR256C	negative
YKL059C	YPL195W	negative
YMR190C	YGR166W	negative
YBL006C	YLR033W	positive
YGL153W	YJR065C	negative
YFL008W	YKR068C	negative
YJR140C	YIL105C	negative
YEL055C	YNL121C	negative
YIL139C	YLR362W	negative
YIL071C	YML077W	negative
YDR166C	YIR015W	negative
YGR195W	YJL210W	negative
YCR020C-A	YBR279W	negative
YPR080W	YER072W	negative
YGR078C	YBR188C	negative
YBR010W	YGR166W	negative
YPL129W	YLR052W	positive
YCR042C	YIL035C	negative
YHR005C	YGL213C	negative
YPR036W	YDR295C	negative
YER149C	YDL008W	negative
YLR102C	YLR127C	positive
YDL176W	YBR105C	positive
YAL024C	YOR299W	negative
YNR017W	YOR340C	negative
YML129C	YAL047C	negative
YGR033C	YBR119W	negative
YKL012W	YJL054W	negative
YDR289C	YJL053W	negative
YOR295W	YGL022W	negative
YML071C	YGL252C	negative
YIL021W	YOR103C	negative
YJL014W	YCR052W	negative
YKR029C	YJR121W	negative
YBL084C	YPL232W	negative
YDL150W	YOR207C	positive
YJL054W	YJL054W	positive
YOL004W	YPL180W	negative
YHR196W	YMR299C	negative
YIL035C	YNL127W	negative
YDR202C	YJL109C	negative
YDR238C	YOR001W	negative
YIL125W	YML127W	negative
YDL076C	YOR085W	negative
YDR138W	YLR418C	positive
YDL077C	YOR317W	negative
YMR146C	YBL079W	negative
YGL100W	YKL057C	positive
YOR260W	YPL235W	negative
YCL010C	YGL112C	positive
YML081C-A	YBR103W	negative
YDL134C	YNL051W	negative
YMR093W	YNR035C	negative
YPR036W	YMR054W	positive
YML036W	YNR035C	negative
YKR026C	YKR083C	negative
YIL035C	YDR449C	negative
YIL062C	YDR190C	negative
YOL038W	YLR170C	negative
YJR065C	YER018C	negative
YGL245W	YKR008W	negative
YLR360W	YHL025W	negative
YGR252W	YGL112C	positive
Q0275	YBR009C	negative
YGR166W	YCR084C	negative
YMR236W	YIL076W	negative
YPR055W	YLR321C	negative
YGL227W	YLR207W	negative
YIR017C	YPL175W	negative
YIR009W	YFL017W-A	positive
YDR331W	YHR188C	positive
YOR211C	YOL139C	negative
YOR295W	YJL179W	negative
YMR044W	YDL217C	negative
YFR008W	YMR029C	positive
YOL013C	YOL013C	positive
YBR167C	YBR167C	positive
YKL059C	YDR195W	positive
YBR175W	YLR417W	negative
YGR048W	YOR103C	negative
YJL002C	YKL173W	negative
YPL016W	YGL191W	negative
YJR010C-A	YHR197W	negative
YLR438C-A	YLR438C-A	positive
YPL152W	YBR245C	negative
YOR297C	YER173W	negative
YPR105C	YPL024W	negative
YAL003W	YBR211C	negative
YML114C	YFL005W	negative
YIR022W	YLR370C	negative
YJR135C	YLR295C	negative
YGR253C	YOR362C	positive
YBL014C	YPL096C-A	negative
YOR064C	YKR065C	negative
YGR180C	YLR008C	negative
YDR322C-A	YJL001W	negative
YML071C	YLR274W	negative
YNL244C	YLR321C	negative
YGR083C	YHR129C	negative
YEL059C-A	YKR054C	negative
YJL203W	YHR102W	negative
YOL068C	YGL194C	positive
YKL144C	YLR360W	negative
YOR250C	YGL223C	negative
YGL252C	YDL003W	negative
YDR121W	YGL133W	positive
YGR252W	YPL254W	positive
YOR090C	YNL107W	negative
YGR246C	YGR246C	positive
YMR080C	YJL154C	negative
YFR008W	YLR457C	negative
YGL112C	YGL020C	negative
YER171W	YJL053W	negative
YGR193C	YJR042W	negative
YER094C	YMR028W	negative
YEL059C-A	YIL084C	negative
YOR189W	YPL255W	negative
YNL191W	YOR210W	negative
YGR193C	YLR025W	negative
YNL225C	YKL189W	negative
YGL019W	YBR233W-A	negative
YMR028W	YBL035C	negative
YGR206W	YHR196W	negative
YOL068C	YJR007W	negative
YOL077W-A	YKR083C	negative
YOR090C	YNL047C	negative
YLR417W	YCL016C	negative
YFR002W	YGR078C	negative
YLR221C	YDR377W	negative
YLL036C	YOR115C	negative
YBR217W	YMR044W	negative
YPL065W	YJL034W	negative
YNL084C	YKL173W	negative
YDR331W	YHL029C	negative
YDR245W	YML057W	negative
Q0045	YGR264C	negative
YJL072C	YGL105W	negative
YJR135C	YIL139C	negative
YOR358W	YGL208W	negative
YKR029C	YLR288C	negative
YBR283C	YOR212W	negative
YMR149W	YPL011C	negative
YHR086W	YJL183W	negative
YGL233W	YCL016C	negative
YKR020W	YDR310C	negative
YGR020C	YLR033W	negative
YIL071C	YPR020W	negative
YAL002W	YLR396C	positive
YGR056W	YJL054W	negative
YJL072C	YOR211C	negative
YIL115C	YNL032W	negative
YDL216C	YDL232W	negative
YDR392W	YFL004W	negative
YIL109C	YAL007C	positive
YER112W	YPL175W	negative
YDL014W	YOL013C	negative
YDR079C-A	YNL286W	negative
YHR166C	YHR051W	negative
YDR057W	YDR057W	positive
YGR261C	YGL116W	negative
YOR159C	YOR159C	positive
YLR203C	YPL037C	negative
YJR006W	YKR065C	negative
YNL312W	Q0105	negative
YGR134W	YBR221C	negative
YAL010C	YMR190C	negative
YMR299C	YDR381W	negative
Q0045	YDR407C	negative
YJR068W	YOR332W	negative
YHR081W	YDL008W	negative
YNL103W	YIR008C	negative
YML095C	YCL037C	negative
YNR017W	YCR035C	negative
YDR067C	YOL004W	negative
YNL290W	YJL029C	negative
YHR039C-A	YLR274W	negative
YMR075W	YMR294W	negative
YGL044C	YAL030W	negative
YNL222W	YLR191W	negative
YER019C-A	YKL052C	negative
YKR020W	YGL190C	negative
YOL144W	YLR291C	negative
YPR041W	YJL054W	negative
YPR080W	YLR191W	negative
YNL248C	YAL007C	negative
YIL042C	YPL002C	negative
YDR407C	YDR416W	negative
YMR059W	YGL105W	negative
YIR022W	YGL105W	negative
YOR353C	YDL130W-A	negative
YFL017W-A	YJL179W	negative
YKL080W	YOR151C	negative
YIL042C	YFR037C	negative
YOR057W	YIL079C	negative
YGL245W	YJL025W	negative
YOR039W	YJL026W	negative
YNL072W	YDR080W	negative
YJR063W	YJR102C	negative
YPL047W	YLR459W	negative
YNL230C	YKL112W	positive
YPR182W	YJL203W	positive
YDR460W	YDR460W	positive
YDR437W	YCR035C	negative
YEL051W	YNL097C	negative
YJL081C	YMR029C	negative
YIL042C	YOR157C	negative
YHR026W	YGR013W	negative
YEL059C-A	YBL026W	negative
YMR028W	YKL042W	negative
YGL233W	YDR240C	negative
YKR007W	YDL047W	negative
YOR039W	Q0085	negative
YNL136W	YDR188W	negative
YER148W	YKR068C	negative
YIR009W	YLR291C	negative
YDL181W	YIR010W	negative
YFR036W	YNL032W	negative
YDR121W	YIL062C	negative
YGL022W	YOR085W	positive
YPR110C	YDR148C	negative
YMR288W	YDL043C	positive
YGL208W	YGL208W	positive
YJL203W	YER029C	positive
YDL150W	YHL029C	negative
YLR203C	YGR264C	negative
YJL183W	YOL069W	negative
YML114C	YMR227C	positive
YJL006C	YPL174C	negative
YNL021W	YPR080W	negative
YGL066W	YDR245W	negative
YLR170C	YKR054C	negative
YPL152W	YPL152W	positive
YBR009C	YMR060C	negative
YCL016C	YOR270C	negative
YKR038C	YLR170C	negative
YGL150C	YDR057W	negative
YDR529C	YBL008W	negative
YLR095C	YOR057W	negative
YJL002C	YJR063W	negative
YKR068C	YKL018W	negative
YDR448W	YDR019C	negative
YDR156W	YOR061W	negative
YGL019W	YDR325W	negative
YPL120W	YPL203W	negative
YDR106W	YER025W	negative
YNL047C	YCR084C	negative
YJL024C	YEL003W	negative
YOR260W	YDR280W	negative
YML065W	YAL042W	negative
YGL233W	YKL190W	negative
YML043C	YEL036C	negative
YHR090C	YLR212C	negative
YNL127W	YOR116C	negative
YGL005C	YLR005W	negative
Q0105	YAL016W	negative
YPL126W	YDR324C	positive
YIL062C	YBR041W	negative
YOR039W	YCL031C	positive
YDR488C	YMR299C	positive
YER083C	YDR301W	negative
YKL080W	YNL039W	negative
YJR005W	YLR319C	negative
YML112W	YOR211C	negative
YHR166C	YER025W	negative
YKR007W	YJR007W	negative
YGR056W	YHR158C	negative
YEL002C	YOR210W	negative
YGR135W	YLR170C	negative
YGL019W	YFL005W	negative
YJL140W	YPL085W	negative
YBR154C	YDR331W	negative
YLR233C	YKR065C	negative
YER157W	YML023C	negative
YLR191W	YDR280W	negative
YAR002C-A	YNL031C	negative
YPL007C	YLR240W	negative
YLR263W	YFL039C	negative
YPR189W	YOR132W	negative
YDR246W	YIL144W	negative
YHR081W	YNR035C	negative
YNL136W	YDL077C	negative
YJL183W	YPL254W	negative
YLR378C	YLR378C	positive
YDR422C	YDR416W	negative
YML129C	YBR095C	negative
YBR231C	YHL019C	negative
YMR146C	YIR008C	negative
YJL143W	YDR138W	negative
YML098W	YML098W	positive
YDL067C	YPL204W	negative
YPL126W	YDL217C	negative
YIL035C	YNL031C	negative
YBL099W	YBR257W	negative
YNL250W	YML029W	negative
YBR039W	YLR016C	negative
YOR373W	YAL047C	positive
YDR334W	YBL045C	negative
YKL022C	YNL084C	negative
YOR110W	YGR216C	negative
YOR212W	YER018C	negative
YKR068C	YGR179C	negative
YDR156W	YOR341W	positive
YNL059C	YOR132W	negative
YBR179C	YPL254W	negative
