IDA	IDB	Label
YPL050C	YLR106C	negative
YFR052W	YLR263W	negative
YDR341C	YKL067W	positive
YPL023C	YPR161C	negative
YIL061C	YLR275W	positive
YJR043C	YDR292C	negative
YLR066W	YLR439W	negative
YML055W	YNL288W	negative
YOR158W	YIL017C	negative
YPL085W	YPR161C	negative
YER155C	YGR104C	negative
YDR181C	YGL154C	negative
YDR164C	YPR190C	negative
YGL145W	YLR197W	negative
YCR009C	YGR119C	negative
YNL286W	YPR010C	negative
YIL070C	YGR274C	negative
YBR196C	YLR288C	negative
YAL032C	YJR052W	negative
YOL110W	YER022W	negative
YPL002C	YIR008C	negative
YOR153W	YJR007W	negative
YLL041C	YKL186C	negative
YIL139C	YAL016W	negative
YCR063W	YLR398C	negative
YJL061W	YIL103W	negative
YJR123W	YBL052C	negative
YGL153W	YCL061C	negative
YFR036W	YBR221C	negative
YFR004W	YDR407C	negative
YJR093C	YBR102C	negative
YMR127C	YIL125W	negative
YDR289C	YFL022C	negative
YGR113W	YKL052C	positive
YMR112C	YDR202C	negative
YGL030W	YPL049C	negative
YNL272C	YKL019W	negative
YER155C	YDR425W	negative
YCR057C	YJL109C	positive
YNL041C	YGL116W	negative
YLL034C	YOR297C	negative
YDR071C	YBL056W	positive
YNL282W	YKL203C	negative
YNL070W	YCR035C	negative
YLL006W	YML032C	negative
YML025C	YDR502C	negative
YLR421C	YFR010W	positive
YLR333C	YGR281W	negative
YPR025C	YFL037W	negative
YPR031W	YDR322W	negative
YBR257W	YPL259C	negative
YMR146C	YBL093C	negative
YGL030W	YJL013C	negative
YDR325W	YDR245W	negative
YMR230W	YHR200W	negative
YJL176C	YMR095C	negative
YOL062C	YJR014W	negative
YMR150C	YBR102C	negative
YML102W	YOL062C	negative
YHR062C	YCL016C	negative
YCR063W	YJL012C	negative
YDL003W	YMR028W	negative
YOR244W	YBL039C	negative
YPL118W	YMR188C	positive
YGR008C	YAL040C	negative
YDL134C	YPL152W	positive
YLR398C	YGR238C	negative
YKL101W	YLR044C	negative
YGL172W	YPL061W	negative
YDR298C	YDR404C	negative
YMR197C	YNR003C	negative
YCR002C	YKR066C	negative
YGR246C	YDR171W	negative
YOR261C	YNL153C	negative
YKL196C	YOR026W	negative
YGL190C	YLR457C	negative
YAL002W	YMR190C	negative
YPL167C	YKL135C	negative
YER157W	YPR031W	negative
YPL023C	YJL099W	negative
YNL138W	YML043C	negative
YDL232W	YFR037C	negative
YKL016C	YJL124C	negative
YOL077W-A	YAL021C	negative
YJR068W	YDL112W	negative
YMR068W	YGL120C	negative
YOR133W	YAR008W	negative
YOR293W	YML071C	negative
YCR057C	YDR164C	negative
YPL001W	YOR212W	negative
YDR052C	YDR322W	negative
YKL022C	YLR127C	positive
YIL042C	YDR324C	negative
YGL134W	YPL195W	negative
YFL009W	YKL041W	negative
YDR156W	YLL021W	negative
YLR447C	YCL037C	negative
YPL016W	YNL006W	negative
YAL032C	YPL151C	positive
YCR033W	YFL022C	negative
YMR223W	YAL003W	negative
YGR006W	YOR103C	negative
YDR335W	YMR218C	negative
YIL142W	YGR002C	negative
YMR108W	YBL050W	negative
YER019C-A	YDR489W	negative
YIL084C	YHL001W	negative
YOR284W	YMR270C	negative
YER091C	YBR102C	negative
YDR449C	YOR284W	negative
YMR203W	YMR312W	negative
YNL249C	YKL013C	negative
Q0140	YML032C	negative
YPL204W	YDR080W	negative
YMR072W	YBR036C	negative
YGR232W	YDR363W-A	positive
YGR214W	YFL041W	negative
YDR331W	YGR056W	negative
YHR039C-A	YGR003W	negative
YOR090C	YCR052W	negative
YDR430C	YNL290W	negative
YGL226C-A	YML065W	negative
YPL003W	YMR099C	negative
YDR172W	YPL181W	negative
YDR346C	YDL181W	negative
YPR007C	YDR106W	negative
YGR155W	YLR229C	negative
YDR378C	YER146W	positive
YJR065C	YFL024C	negative
YPL118W	YDR175C	positive
YCR046C	YNL218W	negative
YIL126W	YHR056C	positive
YPL203W	YPL009C	negative
YMR231W	YEL056W	negative
YKL057C	YPR074C	negative
YPR137W	YKL025C	negative
YGL236C	YIL097W	negative
YBL021C	YBR036C	negative
YBR251W	YGR165W	positive
YCR063W	YGR216C	negative
YOR261C	YER159C	negative
YFR030W	YFL004W	negative
YGL134W	YNL308C	negative
YNL243W	YDR076W	negative
YDL087C	YEL024W	negative
YDR308C	YMR112C	positive
YDR221W	YDR303C	negative
YKL074C	YDL191W	negative
YIL022W	YDL111C	negative
YER087C-B	YPL075W	negative
YGR033C	YBL023C	negative
YIR022W	YNL289W	negative
YOR150W	YGR020C	negative
YLR295C	YPL143W	negative
YPL118W	YMR028W	negative
YJR041C	YDL191W	negative
YHL030W	YER021W	positive
YDR288W	YOL034W	positive
YML100W	YJL061W	negative
YML063W	YLR033W	negative
YBR193C	YGL031C	negative
YKL144C	YOR142W	negative
YIR002C	YBR114W	positive
YLL002W	YJL166W	negative
YLR182W	YDR150W	negative
YJR007W	YGL237C	negative
YBR231C	YDR485C	positive
YOR187W	YBR050C	negative
YIL035C	YIL062C	negative
YDR121W	YGR027C	negative
YLR288C	YLR028C	negative
YKL002W	YGL171W	negative
YPR112C	YLR222C	positive
YJR138W	YDL083C	negative
YOR212W	YNL273W	negative
YBL050W	YKR037C	negative
YBR247C	YCR030C	negative
YAL036C	YPL078C	negative
YJR076C	YLR439W	negative
YNL041C	YDR227W	negative
YKL189W	YGR234W	negative
YOR284W	YDL181W	negative
YJL125C	YPL255W	negative
YOR253W	YLL022C	negative
YGL098W	YNL136W	negative
YDL225W	YOR178C	negative
YGR109C	YJL012C	negative
YNL175C	YMR096W	negative
YER072W	YIR021W	negative
YDR470C	YBR233W-A	negative
YGR238C	YML041C	negative
Q0250	YBR189W	negative
Q0045	YFL022C	negative
YDR246W	Q0105	negative
YML019W	YGL237C	negative
YBR152W	YDR473C	positive
YOR136W	YOR036W	negative
YCL014W	YPL009C	negative
YDR288W	YER017C	negative
YCR095C	YJL039C	negative
YEL027W	YDL127W	negative
YFR030W	YNR007C	negative
YFL041W	YIR002C	negative
YOR153W	YDR227W	negative
YMR064W	YJR092W	negative
YDR159W	YNL127W	negative
YML129C	YGL183C	negative
YER068W	YIL038C	positive
YML117W	YDL002C	negative
YDL044C	YLR055C	negative
YGL206C	YDR067C	negative
YDL033C	YBL074C	negative
YKL143W	YNL207W	positive
YOR164C	YDR386W	negative
YLR378C	YNL182C	negative
YAR003W	YDL191W	negative
YGL058W	YGL195W	negative
YLR436C	YNL167C	negative
YNL059C	YBR084W	negative
YJL039C	YBR115C	negative
YKL167C	YGR108W	negative
YJR113C	YER012W	negative
YBR193C	YPR036W	negative
YDL090C	YBL079W	negative
YPR144C	YHR039C-A	negative
YPL042C	YHR058C	positive
YBR167C	YIR015W	positive
YGR056W	YNL272C	negative
YDR036C	YMR263W	negative
YPL154C	YML115C	negative
YMR029C	YML023C	negative
YGL005C	YAL040C	negative
YHR052W	YJL036W	negative
YFR013W	YMR060C	negative
YCL011C	YOR173W	negative
YPL118W	YDR363W-A	negative
YDL056W	YGL187C	negative
YGL245W	YOR103C	negative
YCR020C-A	YOR174W	negative
YJL053W	YPL076W	negative
YLR330W	YPL022W	negative
YER036C	YOL077W-A	negative
YMR237W	YJL081C	negative
YJR009C	YKR081C	negative
YOR168W	YDR469W	negative
YPL129W	YNL272C	negative
YNL047C	YGR075C	negative
YLR192C	YHR128W	negative
YMR224C	YIL076W	negative
YGL115W	YNL051W	negative
YPL020C	YDR240C	negative
YBR217W	YOR048C	negative
YPL010W	YOR295W	negative
YCR046C	YNL286W	negative
YMR068W	YKL014C	negative
YPR137W	YOR065W	negative
YMR230W	YDR310C	negative
YGR275W	YDR471W	negative
YJR065C	YER149C	negative
YML130C	YGR005C	negative
YFL045C	YER025W	negative
YDL077C	YJR060W	negative
YOL086C	YFL002C	negative
YMR224C	YDL136W	negative
YBR146W	YER090W	negative
YML127W	YOR106W	negative
YGR231C	YJL164C	negative
YKR002W	YDR246W	negative
YDL087C	YAL048C	negative
YKL191W	YPL094C	negative
YDR449C	YKL029C	negative
YBL026W	YNL070W	negative
YGR214W	YJR010C-A	negative
YML063W	YHR081W	negative
YDL111C	YDR430C	negative
YPL063W	YML117W	negative
YPL029W	YOL054W	negative
YOL148C	YGR166W	negative
YDR067C	YLR386W	negative
YNR046W	YDR221W	negative
YBR010W	YER031C	negative
YNL038W	YKL014C	negative
YJL099W	YGR013W	negative
YNL251C	YKL029C	negative
YMR149W	YPR046W	negative
YHL029C	YHR075C	negative
YGR020C	YHR148W	negative
YNL161W	YML077W	negative
YKR066C	YML105C	negative
YPL001W	YJL054W	negative
YMR260C	YBR077C	negative
YER159C	YOR061W	negative
YPR016C	YER126C	positive
YCR042C	YML114C	positive
YML043C	YMR150C	negative
YER022W	YIL125W	negative
YLR116W	YMR299C	negative
YMR146C	YPL055C	negative
YPR110C	YOR211C	negative
YOL004W	YKL185W	positive
YCR081W	YLR180W	negative
YGR030C	YHR062C	positive
YMR093W	YHR012W	negative
YJR050W	YOR045W	negative
YPL042C	YLR170C	negative
YGR063C	YNR007C	negative
YBR169C	YNL151C	negative
YGL208W	YER159C	negative
YNL026W	YGR047C	negative
YOR213C	YGL212W	negative
YGL226C-A	YKL167C	negative
YLR304C	YMR049C	negative
YPL228W	YER086W	negative
YDR260C	YLR088W	negative
YMR146C	YGR090W	negative
YOR299W	YBR126C	negative
YER116C	YKL196C	negative
YOL077W-A	YPR131C	negative
YDL203C	YPL022W	negative
YOL004W	YMR075W	positive
YPL248C	YDR488C	negative
YMR197C	YBL046W	negative
YMR275C	YHR169W	negative
YGL039W	YOR078W	negative
YKL042W	YAL047C	positive
YNL099C	YKR025W	negative
YDL159W	YPL094C	negative
YHR200W	YPR041W	negative
YBR217W	YER173W	negative
YNL175C	YDR246W	negative
YOR234C	YHL002W	negative
YDR099W	YCR020C-A	negative
YDR448W	YGL252C	positive
YPR020W	YIR008C	negative
YPL096C-A	YGR156W	negative
YLL021W	YMR230W	negative
YDR424C	YDR347W	negative
YDR171W	YLL021W	negative
YHR084W	YNR017W	negative
YOR321W	YOL054W	negative
YKL141W	YNL127W	negative
YOR096W	YDL004W	negative
YOR132W	YHR088W	negative
YML043C	YKR020W	negative
YHR208W	YER093C	negative
YNL021W	YBR234C	negative
YAL036C	YEL002C	negative
YHL022C	YAL024C	negative
YBR009C	YGL187C	negative
YKL085W	YJL024C	negative
YOR164C	YPL043W	negative
YDR079C-A	YLR371W	negative
YGL005C	YOR057W	negative
YGR120C	YNL004W	negative
YNL031C	YMR026C	negative
YOL110W	YDR211W	negative
YJL209W	YDR517W	negative
YLR102C	YDR260C	positive
YML102W	YBL017C	negative
YEL059C-A	YKL088W	negative
YNL047C	YMR235C	negative
YGR104C	YBR131W	negative
YOR110W	YMR299C	negative
YPL075W	YIR003W	negative
YDR214W	YKR065C	negative
YNL026W	YPR007C	negative
YKL173W	YNL192W	negative
YDL185W	YHR069C	negative
YAL029C	YDR228C	negative
YGR183C	YKL025C	negative
YJL203W	YMR275C	negative
YFR013W	YAR033W	negative
YGR056W	YHR102W	negative
YJL125C	YMR012W	negative
YDR253C	YDR322C-A	negative
YGL048C	YFR010W	positive
YLR386W	YMR055C	negative
YER068W	YHL004W	negative
YDR473C	YMR230W	negative
YBR112C	YDR418W	negative
YDR331W	YAR014C	negative
YLR438C-A	YOL077W-A	negative
YNL037C	YLR240W	negative
YLR329W	YKL190W	negative
YGL208W	YGL025C	negative
YOR179C	YPL152W	negative
YPR020W	YNL078W	negative
YLR329W	YPL232W	negative
YDL108W	YER171W	positive
YFL009W	YIL035C	negative
YJL090C	YBR031W	negative
YCR095C	YML049C	negative
YBL017C	YGL076C	negative
YDR178W	YNL056W	negative
YKL144C	YDR246W	negative
YOR272W	YNL297C	negative
YHR064C	YER111C	negative
YLR447C	YDR386W	negative
YOR057W	YOR323C	negative
YKL054C	YGR078C	negative
YDR243C	YER021W	negative
YGR195W	YPR176C	negative
YDR113C	YLR088W	negative
YBL018C	YIR015W	positive
YOR117W	YPR108W	positive
YOR181W	YPR144C	negative
YPL078C	YCL061C	negative
YHR188C	YCR052W	negative
YJL099W	YDR418W	negative
YJL184W	YGL106W	negative
YLR141W	YDR150W	negative
YJL029C	YGR084C	negative
YGR048W	YDR164C	negative
YGL223C	YOL115W	negative
YFR036W	YER155C	negative
YDL013W	YKL155C	negative
YMR095C	YKL188C	negative
YPL075W	YDR127W	negative
YKL085W	YDL043C	negative
YPR049C	YCR073W-A	negative
YOR317W	YOR038C	negative
YMR168C	YER019C-A	negative
YJL190C	YGR002C	negative
YDR298C	YLR226W	negative
YIL094C	YDR310C	negative
YGL200C	YJR022W	negative
YLR005W	YCR030C	negative
YOR045W	YDR016C	negative
YOR317W	YPL166W	negative
YDR308C	YBR041W	negative
YNL199C	YLR192C	negative
YBR050C	YHR200W	negative
YJL088W	YIR021W	negative
YPL249C-A	YMR075W	negative
YFL017W-A	YJR022W	positive
YER050C	YGL201C	negative
YHR165C	YBR055C	positive
YDR457W	YBR115C	negative
YBR098W	YEL003W	negative
YJL014W	YPR180W	negative
YFR033C	YGR183C	positive
YKR065C	YOR375C	negative
YOR117W	YJR010C-A	negative
YJR092W	YDR324C	negative
YEL053C	YEL026W	negative
YDR288W	YHR060W	negative
YBR257W	YMR077C	negative
YKR014C	YPL139C	negative
YDL112W	YJL072C	negative
YBR143C	YHR167W	negative
YLR421C	YLR457C	negative
YDL005C	YDL149W	negative
YDL007W	YKL145W	positive
YKR026C	YDR202C	negative
YNL021W	YBR265W	negative
YPL029W	YOR224C	negative
YGL049C	YDR079C-A	negative
YDL055C	YDR480W	negative
YCR020W-B	YBR115C	negative
YER090W	YDR322C-A	negative
YNL030W	YKL182W	negative
YNL233W	YIL139C	negative
YMR235C	YJL071W	negative
YOR297C	YDR227W	negative
YGR047C	YNL081C	negative
YDR388W	YGL167C	negative
YML025C	YNL214W	negative
YAL017W	YIR021W	negative
YPL154C	YLR459W	negative
YJL076W	YOR361C	negative
YOR243C	YOR036W	negative
YBR251W	YGR104C	negative
YMR242C	YNL139C	negative
YBR048W	YKL172W	negative
YGR275W	YNR050C	negative
YMR268C	YNL238W	negative
YML102W	YNL153C	negative
YEL036C	YDR488C	negative
YBL093C	YMR143W	negative
YPL249C	YDL030W	negative
YDL203C	YHR012W	negative
YMR033W	YNR033W	negative
YBR119W	YGR013W	positive
YNL081C	YDR076W	negative
YBR161W	YBR036C	positive
YPL154C	YMR176W	negative
YBR254C	YGL105W	negative
YLR246W	YMR299C	negative
YDR449C	Q0105	negative
YMR054W	YDR037W	negative
YLR430W	YDR108W	negative
YLR347C	YDL045W-A	negative
YLR067C	YHR191C	negative
YJL209W	YAL034C	negative
YML114C	YDL160C	negative
YBR231C	YGL167C	negative
YKR026C	YLR409C	negative
YOR303W	YML067C	negative
YPL050C	YBR263W	negative
YLR060W	YML036W	negative
YAR042W	YGL106W	negative
YLR329W	YBR179C	negative
YBL002W	YML124C	negative
YOR158W	YER050C	positive
YGR195W	YHR069C	positive
YDR186C	YMR263W	negative
YMR083W	YAL023C	negative
YDL150W	YGR167W	negative
YGR078C	YER122C	negative
YHR081W	YGR220C	negative
YJL054W	YMR227C	negative
YPL082C	YKL013C	negative
YPR025C	YKL193C	negative
YPL007C	YMR055C	negative
YML081C-A	YMR190C	negative
YKL081W	YOL145C	negative
YML023C	YNL297C	negative
YMR188C	YOL115W	negative
YJL143W	YDL191W	negative
YNL161W	YKL190W	negative
YDL092W	YPL210C	positive
YJL033W	YCR046C	negative
YAR033W	YFR009W	negative
YPR112C	YPR181C	negative
YIL021W	YPR131C	negative
YER155C	YNL261W	negative
YLR457C	YNL288W	negative
YFR052W	YDR173C	negative
YBR231C	YJL008C	negative
YDR212W	YDR175C	negative
YDL105W	YDR288W	positive
Q0120	YIL079C	negative
YMR117C	YFR052W	negative
YMR043W	YGL022W	negative
YGR238C	YER093C	negative
YDL043C	YKL080W	negative
YPR049C	YGR162W	negative
YGL120C	YML094W	negative
YMR205C	YKL054C	negative
YML057W	YMR203W	negative
YPL209C	YPL078C	negative
YML019W	YIL026C	negative
YDR496C	YOL078W	negative
YNR023W	YDR137W	negative
YJR068W	YCL016C	positive
YKL028W	YDR037W	negative
YMR201C	YBR039W	negative
YBR288C	YLR421C	negative
YGL190C	YOR132W	negative
YOR076C	YKR062W	negative
YBR146W	YLR233C	negative
YJR123W	YPL055C	negative
YPL047W	YFR040W	negative
YBL003C	YDR225W	positive
YDR359C	YOL013C	negative
YKL029C	YOR303W	negative
YER093C	YER029C	negative
Q0130	YPR010C	negative
YIL112W	YJR042W	negative
YNL102W	YPL259C	negative
YDR019C	YNL261W	negative
YOR160W	YDL044C	negative
YPL255W	YHR128W	negative
YOL012C	YKL003C	negative
YLR314C	YEL003W	negative
YBL093C	YOR281C	negative
YIL112W	YNL236W	negative
YLR139C	YLR457C	negative
YML055W	YER090W	negative
YPL057C	YPL181W	negative
YDR108W	YDR404C	negative
YGR084C	YMR270C	negative
YMR028W	YLR447C	negative
YNL051W	YBR278W	negative
YOL144W	YJL012C	negative
YBR039W	YDR004W	negative
YJL166W	YLR079W	negative
YFL017W-A	YOR061W	negative
YPL016W	YGR032W	negative
YHR005C	YPL254W	negative
YPL154C	YOR217W	negative
YGL212W	YGR005C	negative
YDL002C	YOR141C	positive
YGL058W	YJL099W	negative
YKL135C	YDR041W	negative
YLR060W	YJR010C-A	negative
YOR136W	YNL025C	negative
YLR052W	YOR141C	positive
YGR056W	YDL045W-A	negative
YGL129C	YOR261C	negative
YKL003C	YDR507C	negative
YGR220C	YGL094C	negative
YDL232W	YOL012C	negative
YOL133W	YBL038W	negative
YJL090C	YDL100C	negative
YPL003W	YJR005W	negative
YLR277C	YLR295C	negative
YFL008W	YMR189W	negative
YGL125W	YER031C	negative
YLR060W	YDL045W-A	negative
YNL282W	YBR257W	positive
YKL141W	YER106W	negative
YBL061C	YOR363C	negative
YOL148C	YBR229C	negative
YHR099W	YHR019C	negative
YDR202C	YGR186W	negative
YKR065C	YKL025C	negative
YHR158C	YNR023W	negative
YBR283C	YFR031C-A	negative
YPL007C	YGR170W	negative
YDL145C	YGR215W	negative
YPR031W	YKL104C	negative
YGR244C	YPR187W	negative
YNL071W	YIL042C	positive
YPL045W	YDR145W	negative
YHR118C	YDR057W	negative
YHR064C	YDR227W	negative
YMR197C	YMR199W	negative
YDR041W	YNL317W	negative
YOR036W	YPL143W	negative
YHR026W	YPR054W	negative
YKL039W	YPL096W	negative
YDR013W	YKL081W	negative
YJR138W	YJL020C	negative
YJL104W	YKR065C	positive
YPR100W	YLR189C	positive
YMR033W	YLR321C	positive
YOR332W	YDR188W	negative
YBL084C	YKL022C	positive
YKL010C	YGR261C	negative
YKL101W	YMR054W	negative
YLR333C	YNL167C	negative
YMR028W	YDR434W	negative
YDR214W	YLR221C	negative
YDR529C	YDR240C	negative
YNL099C	YLR038C	negative
YER025W	YDR068W	negative
YER031C	YPR162C	negative
YGL194C	YKR029C	positive
YEL019C	YGL020C	negative
YDL008W	YML114C	negative
YDR280W	YBR091C	negative
YPR178W	YDR430C	negative
YIR021W	YOR103C	negative
YDR097C	YMR287C	negative
YNR051C	YDR260C	negative
YLR378C	YOR005C	negative
YOL086C	YMR268C	negative
YDR235W	YGR285C	negative
YLR395C	YKL074C	negative
YKL109W	YPL237W	negative
YDR207C	YIL084C	positive
YJL166W	YNL246W	negative
YBR171W	YML098W	negative
YML023C	YGR167W	negative
YBR126C	YER083C	negative
YML055W	YOR179C	negative
YLR329W	YHL001W	negative
YGL133W	YLR457C	negative
YHR200W	YJL081C	negative
YIL068C	YML069W	negative
YGL039W	YLR002C	negative
YDR044W	YGL120C	negative
YBR231C	YMR246W	negative
YNL071W	YPL024W	negative
YAL012W	YLR139C	negative
YDR388W	YKL173W	negative
YGL155W	YDR495C	negative
YCR020C-A	YGL128C	negative
YNL284C	YDR202C	negative
YLR003C	YER145C	negative
YBL002W	YGR175C	negative
YHR085W	YOR211C	negative
YCL009C	YDR434W	negative
YDR168W	YLR240W	negative
YHR200W	YNL113W	negative
YOR043W	YKR081C	negative
YJR010C-A	YDR176W	negative
YLR292C	YOR151C	negative
YFR010W	YDL213C	negative
YDR337W	YNL126W	negative
YLL021W	YMR287C	negative
YBL014C	YER086W	negative
YML111W	YBR036C	negative
YMR083W	YPL011C	negative
YIL105C	YBR095C	negative
YGR220C	YJL041W	negative
YCR030C	YOR368W	negative
YMR091C	YGR281W	negative
YDL102W	YBR041W	negative
YBR160W	YLR291C	negative
YKL203C	YGR104C	negative
YGR240C	YNL126W	positive
YLR447C	YHR039C-A	positive
YHR090C	YPR036W	negative
YNL131W	YLR433C	negative
YLR395C	YNL308C	negative
YCR086W	YPL143W	negative
YLR329W	YPL143W	negative
YNL121C	YLR007W	negative
YNL289W	YGR084C	negative
YNL059C	YER092W	positive
YBL104C	YOR363C	negative
YCR093W	YEL051W	negative
YML072C	YDR320C-A	negative
YLR314C	YPL211W	negative
YJL031C	YDL136W	negative
YGR075C	YER017C	negative
YDR243C	YOR043W	negative
YER173W	YNL290W	positive
YKL052C	YJL024C	negative
YPR166C	YNL207W	negative
YLL006W	YER165W	negative
YOL148C	YCR012W	negative
YCR086W	YDR439W	positive
YCR072C	YJR052W	negative
YHR196W	YDL029W	negative
YGR098C	YOR212W	negative
YCR012W	YER030W	negative
YJR075W	YOR304W	negative
YNL030W	YBR009C	positive
YKR038C	YGR262C	positive
YOR319W	YGR206W	negative
YLL036C	YKL080W	negative
YDL232W	YLR075W	negative
YOL096C	YKL130C	negative
YNL030W	YIL105C	negative
YGL098W	YCR030C	negative
YJR005W	YIL042C	negative
YOR244W	YJL052W	negative
YMR304W	YHR118C	negative
YPL122C	YLR066W	negative
YBR263W	YNL238W	negative
YNL062C	YBR036C	negative
YNL071W	YOL117W	negative
YHR077C	YLR008C	negative
YGR275W	YAL047C	negative
YJL069C	YGR090W	positive
YDR483W	YKL125W	negative
Q0045	YML105C	negative
YPL213W	YDL095W	negative
YKL074C	YEL056W	negative
YGR083C	YDR016C	negative
YJR043C	YEL051W	negative
YNR017W	YDR016C	negative
YJL029C	YJL034W	positive
YBR119W	YJL071W	negative
YNL041C	YEL003W	negative
YDR001C	YBL035C	negative
YBR119W	YGR261C	negative
YFL005W	YCR084C	negative
YPR074C	YIR021W	negative
YDR073W	YIL142W	negative
YDR460W	YPL084W	negative
YJL148W	YLL048C	negative
YPR036W	YJR094C	negative
YGL223C	YGL245W	negative
YPL248C	YPL232W	negative
YJR082C	YNR007C	negative
YDR037W	YGL022W	negative
YDR071C	YPR180W	negative
YDR075W	YPR105C	negative
YBR245C	YNL051W	negative
YPL231W	YPL259C	negative
YLR360W	YBR245C	negative
YLR395C	YDR121W	negative
YML019W	YKR083C	negative
YMR236W	YMR089C	negative
YDL093W	YNL290W	negative
YOL069W	YGR084C	negative
YHR013C	YBL035C	negative
YFR024C-A	YAL026C	negative
YNL127W	YNR017W	negative
YJL066C	YPL081W	negative
YDR381W	YDR164C	negative
YMR125W	YIL061C	positive
YDR298C	YOR260W	negative
YDR314C	YLR246W	negative
YBR221C	YPR094W	negative
YPR110C	YKR025W	positive
YER025W	YDR347W	negative
YJL184W	YHR039C-A	negative
YBR098W	YCR002C	negative
YMR201C	YPR166C	negative
YPL249C	YJL074C	negative
YGR244C	YJL088W	negative
YJR053W	YOL054W	negative
YBR281C	YGR261C	negative
YBL058W	YGR048W	positive
YMR055C	YDR324C	negative
YCR020C-A	YOR014W	negative
YNL248C	YAL010C	negative
YDR013W	YBR267W	negative
YLR373C	YGR220C	negative
YDR289C	YMR068W	negative
YPL045W	YKL018W	negative
YPR191W	YDL150W	negative
YJR092W	YKL196C	negative
YPR187W	YNL151C	positive
YHR107C	YMR112C	negative
YHR191C	YHL011C	negative
YGR009C	YGL003C	negative
YPL195W	YIL125W	negative
YBR279W	YDL090C	negative
YMR150C	YAL003W	negative
YHL004W	YDR439W	negative
YLR325C	Q0120	negative
YML129C	YER139C	negative
YLR212C	YJL061W	negative
YGL150C	YDR190C	positive
YBR130C	YGR030C	negative
YJR082C	YOR158W	negative
YBR119W	YLR066W	negative
YHL004W	YDL159W	negative
YLR370C	YNL006W	negative
YOL004W	YEL059C-A	negative
YDR364C	YJL031C	negative
YGL125W	YJL033W	negative
YPR105C	YJL111W	negative
YDR086C	YDL051W	negative
YOR110W	YFR040W	negative
YHR001W-A	Q0105	positive
YLR088W	YIL153W	negative
YGL105W	YBR055C	negative
YOR362C	YOR232W	negative
YIL071C	YMR025W	positive
YLR212C	YKR026C	negative
YDL013W	Q0085	negative
YMR197C	YDR480W	negative
YCR042C	YMR297W	negative
YMR055C	YGR132C	negative
YLR005W	YNL099C	negative
YGR005C	YCL016C	negative
YOR075W	YNR046W	negative
YNL258C	YJL031C	negative
YML046W	YMR068W	negative
YDR200C	YGL070C	negative
YMR038C	YKL154W	negative
YDR470C	YFL039C	negative
YJR135W-A	YPL020C	negative
YOR267C	YGL153W	negative
YMR197C	YBR126C	negative
YML100W	YER171W	negative
YDR385W	YGL098W	negative
YJL001W	YGL011C	positive
YLL041C	YHR169W	negative
