IDA	IDB	Label
YIL068C	YIL072W	negative
YGR232W	YDR363W-A	positive
YDL055C	YGL236C	negative
YMR044W	YNL137C	negative
YML127W	YIL076W	negative
YGR155W	YLR229C	negative
YDR378C	YER146W	positive
YDL004W	YBL074C	negative
YPL118W	YDR175C	positive
YPL023C	YML057W	negative
YIL126W	YHR056C	positive
YDR074W	YPR018W	negative
YNL214W	YDR310C	negative
YAR014C	YLR382C	negative
YOR150W	YJR043C	negative
YBR251W	YGR165W	positive
YDR308C	YMR112C	positive
YJR007W	YMR218C	negative
YPL007C	YFR040W	negative
YGR033C	YBL023C	negative
YOR341W	YGL212W	negative
YFL022C	YKL119C	negative
YDR480W	YOR106W	negative
YDL056W	YAL047C	negative
YJR041C	YDL191W	negative
YHL030W	YER021W	positive
YBR161W	YHR118C	negative
YDR004W	YMR143W	negative
YDR288W	YOL034W	positive
YDL040C	YJL034W	negative
YLR223C	YDR517W	negative
YHR114W	YKR062W	negative
YGR232W	YHL004W	negative
YIR002C	YBR114W	positive
YGR128C	YFR010W	negative
YLR066W	YGR195W	negative
YIL022W	YLR222C	negative
YLR447C	YOR123C	negative
YHL029C	YDL005C	negative
YBR231C	YDR485C	positive
YIL106W	YFL018C	negative
YGR009C	YOL110W	negative
YDR233C	YKL190W	negative
YPR112C	YLR222C	positive
YPR036W	YBR127C	positive
YBR045C	YFL041W	negative
YPL020C	YGL105W	negative
YGR119C	YDL147W	negative
YDR167W	YER050C	negative
YFR013W	YNL249C	negative
YDR233C	YLR457C	negative
YDR425W	YFR037C	negative
YMR096W	YGR086C	negative
YOR232W	YGL153W	negative
YJR113C	YNL161W	negative
YBR207W	YHR121W	negative
YBR152W	YDR473C	positive
YFR036W	YDR430C	negative
YHL030W	YLR447C	negative
YPL218W	YMR075W	negative
YLR362W	YBL050W	negative
YFR008W	YCL017C	negative
YDR285W	YDR175C	negative
YIL072W	YJL179W	negative
YOL062C	YDL007W	negative
YJL088W	YMR256C	negative
YER022W	YJL101C	negative
YKL085W	YJL039C	negative
YGL155W	YGR278W	negative
YHR013C	YEL026W	negative
YLR203C	YER094C	negative
YER068W	YIL038C	positive
YPR035W	YGR183C	negative
YLR436C	YMR189W	negative
YJL063C	YBR095C	negative
YDL029W	YDR310C	negative
YDR443C	YHL002W	negative
YDR377W	YDL147W	negative
YKL143W	YNL207W	positive
YMR083W	YOL078W	negative
YDL150W	YGR183C	negative
YJR007W	YER092W	negative
YHR085W	YOR045W	negative
YBR193C	YPL271W	negative
YMR093W	YMR309C	negative
YPL174C	YER106W	negative
YIL009C-A	YER050C	negative
YPL042C	YHR058C	positive
YBR167C	YIR015W	positive
YNL249C	YGR175C	negative
YLR270W	YLR386W	negative
YGR179C	YNL049C	negative
YDR255C	YNL186W	negative
YLR003C	YOR142W	negative
YGL200C	YJL052W	negative
YPL138C	YBR036C	negative
YJL166W	YNL222W	negative
YML056C	YAL009W	negative
YPL164C	YFL037W	negative
YOR234C	YPR110C	negative
YNL121C	YNL273W	negative
YKR048C	YOL031C	negative
YHR188C	YMR294W	negative
YPL164C	YDR041W	negative
YOL086C	YFL002C	negative
YBR279W	Q0275	negative
YBR258C	YEL024W	negative
YJL099W	YBL090W	negative
YDR359C	YOR212W	negative
YIL142W	YLR095C	negative
YMR043W	YFR033C	negative
YBL026W	YNL070W	negative
YER094C	YEL020W-A	negative
YDR472W	YAR003W	negative
YMR242C	YBR171W	negative
YHR077C	YJR101W	negative
YDR473C	YMR116C	negative
YOR353C	YLR276C	negative
YDL093W	YPL237W	negative
YGL111W	YDR150W	negative
YEL055C	YPL009C	negative
YEL020W-A	YPR066W	negative
YMR072W	YDL167C	negative
YJR092W	YPR107C	negative
YMR035W	YOL031C	negative
YDL149W	YOR340C	negative
YLR386W	YGR254W	negative
YCR063W	YER157W	negative
YPR016C	YER126C	positive
YCR042C	YML114C	positive
YKR014C	YGR187C	negative
YOR232W	YNL218W	negative
YLR147C	YLR295C	negative
YOL004W	YKL185W	positive
YBR198C	YPR029C	negative
YGR030C	YHR062C	positive
YBR254C	YMR186W	negative
YHL004W	YAL016W	negative
YPR036W	YOR043W	negative
YGR158C	YLR371W	negative
YAL036C	YDR362C	negative
YJR041C	YBL076C	negative
YER036C	YPL078C	negative
YJR109C	YHR012W	negative
YML095C	YPL050C	negative
YAL023C	YML065W	negative
YOL004W	YMR075W	positive
YOR153W	YPL143W	negative
YGL049C	YJL184W	negative
YKL042W	YAL047C	positive
YNL138W	YHR075C	negative
YNL175C	YDR246W	negative
YJL166W	YOR260W	negative
YDL004W	YJL090C	negative
YPL057C	YBR118W	negative
YDL099W	YDR390C	negative
YPR020W	YIR008C	negative
YDL159W	YBR091C	negative
YLR329W	YPL271W	negative
YLL021W	YMR230W	negative
YOL096C	YBR115C	negative
YMR188C	YKL193C	negative
YAL007C	YNL167C	negative
YHR024C	YDL165W	negative
YLR381W	YKR020W	negative
YIL068C	YDR195W	negative
YNL021W	YBR234C	negative
YPL237W	YGL212W	negative
YOR039W	YBR283C	negative
YGR009C	YOR272W	negative
YBR152W	YER083C	negative
YMR309C	YDL102W	negative
YPL151C	YNL272C	negative
YGR109C	YHR075C	negative
YHR169W	YAL042W	negative
YDR073W	YLL010C	negative
YDR092W	YLL006W	negative
YBR253W	YGR216C	negative
YML081C-A	YDR171W	negative
YGL201C	YDR498C	negative
YMR236W	YDR086C	negative
YGL206C	YHL004W	negative
YLR117C	YHL011C	negative
YOR321W	YER030W	negative
YPL122C	YDL083C	negative
YGL048C	YFR010W	positive
YPL160W	YFL049W	negative
Q0120	YAL007C	negative
YPL126W	YDL029W	negative
YOL148C	YIL068C	negative
YDR473C	YMR230W	negative
YKR008W	YMR023C	negative
YDL108W	YER171W	positive
YPR110C	YMR035W	negative
YDL013W	YLR066W	negative
YDR170C	YDR148C	negative
YGL087C	YPR024W	negative
YGR215W	YNL006W	negative
YOR078W	YAL034C	negative
YHR064C	YER111C	negative
YMR108W	YDL195W	negative
YBL018C	YIR015W	positive
YOR117W	YPR108W	positive
YPL078C	YCL061C	negative
YAL011W	YDL195W	negative
YLR360W	YDR356W	negative
YPR057W	YDR204W	negative
YDR173C	YLR292C	negative
YAL033W	YAL029C	negative
YOR090C	YGR119C	negative
YJR086W	YHR197W	negative
YBR084C-A	YMR214W	negative
YML124C	YER145C	negative
YNR051C	YAR003W	negative
YCR031C	YBL050W	negative
YDR443C	YER050C	negative
YMR108W	YGL100W	negative
YIL034C	YKR095W-A	negative
YFL017W-A	YJR022W	positive
YDR295C	YAR033W	negative
YHR165C	YBR055C	positive
YHR148W	YGL106W	negative
YLR436C	YGR156W	negative
YLR191W	YPL106C	negative
YFR033C	YGR183C	positive
YER022W	YGL151W	positive
YDL232W	YPL045W	negative
YGL226C-A	YLR355C	negative
YCL024W	YKL002W	negative
YOR043W	YPR043W	negative
YLR191W	YML016C	negative
YNR035C	YDL043C	negative
YJR093C	YEL051W	negative
YDR346C	YIR008C	negative
YPL050C	YML036W	negative
YDL007W	YKL145W	positive
YHR208W	YLR145W	negative
YOL005C	YMR116C	negative
YJL190C	YOR045W	negative
YDR377W	YNL132W	negative
YOR001W	YLL006W	negative
YER090W	YDR322C-A	negative
YDL060W	YOR211C	negative
YDL185W	YML032C	negative
YGL005C	YLL021W	negative
YFR008W	YGR009C	negative
YNR051C	YML041C	negative
YDR502C	YGL191W	negative
YPL118W	YDR439W	negative
YER157W	YDR362C	negative
YMR231W	YGL237C	negative
YBR119W	YGR013W	positive
YOL072W	YPL013C	negative
YBR161W	YBR036C	positive
YDL143W	YDR364C	negative
YAL007C	YGR072W	negative
YMR189W	YOR174W	negative
YGR082W	YDL043C	negative
YGR129W	YGR033C	negative
YMR096W	YDR221W	negative
YGR167W	YBL014C	negative
YNL261W	YOR132W	negative
YER151C	YER083C	negative
YDR027C	YPR175W	negative
YFR031C-A	YLR148W	negative
YOR158W	YER050C	positive
YGR195W	YHR069C	positive
YML049C	YDL083C	negative
YBR254C	YGL106W	negative
YDL008W	YLR292C	negative
YDR424C	YDL209C	negative
YER178W	YHL001W	negative
YKL081W	YOL145C	negative
YER178W	YBR109C	negative
YOR347C	YPR144C	negative
YNL261W	YLR192C	negative
YDL092W	YPL210C	positive
YML077W	YCL039W	negative
YPL206C	YMR260C	negative
YNL138W	YER029C	negative
YFR036W	YML081C-A	negative
YDL105W	YDR288W	positive
YDR086C	YIL038C	negative
YGR238C	YER093C	negative
YGL120C	YML094W	negative
YOR232W	YPR041W	negative
YIL068C	YHR051W	negative
YNL026W	YLL002W	negative
YJR068W	YCL016C	positive
YBR146W	YDR067C	negative
YNL030W	YBR091C	negative
YPR007C	YDL143W	negative
YBL003C	YDR225W	positive
YBR128C	YAL032C	negative
YOR078W	YBR234C	negative
YPL243W	YMR203W	negative
YHR188C	YDL213C	negative
YOR064C	YER149C	negative
YIL084C	YLR038C	negative
YNL061W	YBR131W	negative
YJR094C	YDR129C	negative
YCL059C	YDL213C	positive
YDL002C	YOR141C	positive
YMR268C	YML077W	negative
YLR052W	YOR141C	positive
YOR349W	YOR173W	negative
YNL071W	YLR222C	negative
YDR356W	YPL063W	negative
YIL084C	YGL099W	negative
YCL009C	YPL164C	negative
YEL036C	YHR167W	negative
YML081C-A	YER159C	negative
YOR293W	YER149C	negative
Q0120	YGR056W	negative
YNL282W	YBR257W	positive
YNR053C	YJL088W	negative
YGR009C	YHR166C	negative
YOR352W	YFL041W	negative
YKL211C	YGR132C	negative
YLR170C	YGL194C	negative
YNL071W	YIL042C	positive
YNL071W	YGR128C	negative
YPL218W	YDR347W	negative
YOR234C	YML041C	negative
YLR362W	YOR206W	negative
YBR267W	YHR079C-A	negative
YLR035C	YGL208W	negative
YJL104W	YKR065C	positive
YNL287W	YPR180W	negative
YMR033W	YLR321C	positive
YBL084C	YKL022C	positive
YDR170C	YOR174W	negative
YOR297C	YHL034C	negative
YDR346C	YEL059C-A	negative
YDL077C	YER094C	negative
YNL297C	YKL172W	negative
YJR101W	YOL090W	negative
YJL033W	YNL038W	negative
YOL146W	YJL034W	negative
YJL066C	YLR141W	negative
YGR244C	YDR227W	negative
YGL194C	YKR029C	positive
YML046W	YDR032C	negative
YPL022W	YPR176C	negative
YDR207C	YIL084C	positive
YPL255W	YOR326W	negative
YEL051W	YFL002C	negative
YGR231C	YNL039W	negative
YDR224C	YHL001W	negative
YGL058W	YPL259C	negative
YDL097C	YJR104C	negative
YNL124W	YFR051C	negative
YLR016C	YDR150W	negative
YPL209C	YNL214W	negative
YBL021C	YIL076W	negative
YDR001C	YFL018C	negative
YPL003W	YBR278W	negative
YNL131W	YBR189W	negative
YER012W	YIL125W	negative
YGR281W	YKR062W	negative
YPL010W	YDR195W	negative
YEL024W	YBR087W	negative
YBR119W	YIL070C	negative
YMR189W	YBL037W	negative
YHR208W	YIL021W	negative
YOL086C	YIR025W	negative
YHL022C	YDL093W	negative
YHR064C	YEL018W	negative
YBR288C	YMR304W	negative
YGR240C	YNL126W	positive
YLR447C	YHR039C-A	positive
YDR019C	YMR263W	negative
YDR175C	YOL090W	negative
YCR063W	YDL095W	negative
YHR165C	YNL127W	negative
YFR031C-A	YGR109C	negative
YDL005C	YJL008C	negative
YNL059C	YER092W	positive
YPR165W	YPL024W	negative
YJL098W	YLR263W	negative
YNL037C	YDR485C	negative
YBR195C	YBL022C	negative
YBR031W	YHR157W	negative
YDR212W	YAL034C	negative
YER173W	YNL290W	positive
YGR252W	YML077W	negative
YNL051W	YOR279C	negative
YLR170C	YJL210W	negative
YLR362W	YGL153W	negative
YCR086W	YDR439W	positive
YNR006W	YDR285W	negative
YGR134W	YGL206C	negative
YGR027C	YHR060W	negative
YOR353C	YMR093W	negative
YNL131W	YDR171W	negative
YNL030W	YBR009C	positive
YJR005W	YKL018W	negative
YKR038C	YGR262C	positive
YPR110C	YGL167C	negative
YJL166W	YNL021W	negative
YCL061C	YDR418W	negative
YOR254C	YOR261C	negative
YKL018W	YHR019C	negative
YDR295C	YNL052W	negative
YGR081C	YDL040C	negative
YER072W	YIL093C	negative
YJR148W	YDL185W	negative
YMR203W	YFR009W	negative
Q0045	YML105C	negative
YPL213W	YDL095W	negative
YJL029C	YJL034W	positive
YFR031C	YPL232W	negative
YJR101W	YLR052W	negative
YGL206C	YMR190C	negative
YEL055C	YDL207W	negative
YDR460W	YPL084W	negative
YKL012W	YFR030W	negative
YBR079C	YAL026C	negative
YER083C	YMR055C	negative
YPL248C	YPL232W	negative
YJL058C	YDR041W	negative
YAL036C	YDR314C	negative
YHR039C-A	YNR050C	negative
YBL021C	YNL287W	negative
YER019C-A	YER038C	negative
YLR117C	YBR115C	negative
YMR236W	YMR089C	negative
YEL024W	YAR003W	negative
YFR024C-A	YAL026C	negative
YLL048C	YER050C	negative
YDR086C	YGL090W	negative
YML112W	YDR019C	negative
YLR325C	YDR469W	negative
YDR049W	YLR409C	negative
YMR125W	YIL061C	positive
YCR072C	YNL070W	negative
YPR110C	YKR025W	positive
YAL043C	YMR237W	negative
YPL122C	YNL301C	negative
YEL059C-A	YNR033W	negative
YBL058W	YGR048W	positive
YNL071W	YDR361C	negative
YOR039W	YOR144C	negative
YDL033C	YPL180W	negative
YHR156C	YJR075W	negative
YHR208W	YLR102C	negative
YML099C	YFR049W	negative
YDR308C	YLR417W	negative
YCR063W	YDR255C	negative
YPR187W	YNL151C	positive
YER095W	YGL187C	negative
YKL010C	YDR164C	negative
YHR186C	YHR069C	negative
YMR150C	YAL003W	negative
YBR039W	YMR288W	negative
YBR102C	YGL245W	negative
YGL150C	YDR190C	positive
YOR110W	YNL037C	negative
YPR191W	YNL317W	negative
YPL118W	YOL090W	negative
YMR095C	YDL217C	negative
YLR150W	YLR447C	negative
YKL196C	YNL273W	negative
YEL032W	YDR221W	negative
YIL071C	YMR025W	positive
YBR146W	YFL034C-B	negative
YPL126W	YDR517W	negative
YOR349W	YKR059W	negative
YIL071C	YGL206C	negative
YGR240C	YLR233C	negative
YOL077C	YGR175C	negative
YHL029C	YJL115W	negative
YKL211C	YHL019C	negative
YAL012W	YDR377W	negative
YJL001W	YGL011C	positive
YHR114W	YOR244W	negative
YMR042W	YFL004W	negative
YJL125C	YMR189W	negative
YKL074C	YHR086W	positive
YCR081W	YKL181W	negative
YER112W	YPR178W	positive
YCL024W	YIL075C	negative
YPL057C	YKR059W	negative
YCR086W	YLR447C	negative
YGR166W	YNL308C	negative
YNL282W	YOR045W	negative
YOL062C	YML065W	negative
YDR181C	YCL037C	negative
YNL236W	YDR265W	negative
YJR138W	YNL002C	negative
YOR110W	YAL017W	negative
YDL148C	YKR054C	negative
YNL250W	YKL041W	negative
YCL017C	YKL154W	negative
YDR377W	YHR165C	negative
YDL191W	YDL147W	negative
YEL051W	YAR008W	negative
YLR005W	YPR066W	negative
YLR066W	YBR084W	negative
YPL085W	YDR301W	negative
YGR238C	YFL039C	negative
YJR007W	YPL237W	positive
YCR095C	YJR052W	negative
YIL062C	YDL029W	positive
YLR360W	YDL014W	negative
YBL104C	YLL022C	negative
YDR121W	YKR026C	negative
YGR261C	YMR049C	negative
Q0130	YDL213C	negative
YJR075W	YDR341C	negative
YBR267W	YMR072W	negative
YPR100W	YDR469W	negative
YDR037W	YLR342W	negative
YGR188C	YMR297W	negative
YCL009C	YNL286W	negative
YOL115W	YDL217C	negative
YHR085W	YHR197W	positive
YLR371W	YDL043C	negative
YDR243C	YPR082C	positive
YDL145C	YDR045C	negative
YOR035C	YOL031C	negative
YIL075C	YBR126C	negative
YLR191W	YGL066W	negative
YDR485C	YLR385C	positive
YJR010C-A	YGR192C	negative
YML063W	YLL048C	negative
YFR004W	YHR005C	negative
YML127W	YLR192C	negative
YJR135W-A	YIL033C	negative
YML127W	YGR056W	positive
YLR139C	YJL050W	negative
YDL108W	YHL004W	negative
YDR121W	YJR010C-A	negative
YDL150W	YPR187W	positive
YPL220W	YKL148C	negative
YHR208W	YLR406C	negative
YNL251C	YNL297C	negative
YMR314W	YOL096C	negative
YHR019C	YOR078W	negative
YPR024W	YGR238C	negative
YPL001W	YEL056W	positive
YOR340C	YDR265W	negative
YMR012W	YKR062W	negative
YOL054W	Q0275	negative
YDR212W	YMR263W	negative
YHR052W	YBR048W	negative
YLR180W	YMR042W	negative
YDR009W	YNL192W	negative
YGL030W	YAL026C	negative
YHR026W	YMR116C	negative
YER007C-A	YDL192W	negative
YLR148W	YDR080W	positive
YOR158W	YOR181W	negative
YOR076C	YPR101W	negative
YMR089C	YMR042W	negative
YIL042C	YDR324C	negative
YPL129W	YPR031W	positive
YLL041C	YOR179C	negative
YGL155W	YDL031W	negative
YDR289C	YLR189C	negative
YLR180W	YLR038C	negative
YNL286W	YDR204W	negative
YDR337W	YLR423C	negative
YDR328C	YDR202C	positive
YDR200C	YDR167W	negative
YLR200W	YLR439W	negative
YOR308C	YER029C	positive
YNL288W	YPR176C	negative
YER178W	YDR108W	negative
YKL167C	YER145C	negative
YDL099W	YOR206W	negative
YDR168W	YDR496C	negative
YGR009C	YOR057W	negative
YJL002C	YNL253W	negative
YJR076C	YLR275W	negative
YAL030W	YIR015W	negative
YPL234C	YML032C	negative
YDL005C	YDR204W	negative
YJL190C	YGR063C	negative
YKL074C	YER029C	positive
YCR092C	YLR386W	negative
YHR052W	YDR060W	positive
YPR029C	YBR167C	negative
YGR074W	YLR298C	positive
YLR396C	YGL039W	negative
YOR057W	YNL238W	negative
YMR296C	YKR025W	negative
YPL029W	YKL054C	negative
YGR244C	YNR046W	negative
YGR215W	YDL143W	negative
YLR272C	YJR010C-A	negative
YDR138W	YGL106W	negative
YCL031C	YOR061W	positive
YPL057C	YMR263W	negative
YFR036W	YGL240W	positive
YCR086W	YDR507C	negative
YMR029C	YER031C	negative
YER178W	YMR235C	negative
YGR129W	YFL004W	negative
YLR314C	YDR382W	negative
YMR094W	YGR084C	negative
YJL176C	YEL003W	negative
YMR093W	YLR222C	positive
YJR005W	YNL113W	negative
YBR258C	YNL249C	negative
YNL232W	YDL093W	negative
YLR277C	YPL078C	negative
YNL002C	YDR060W	positive
YOL077C	YMR309C	negative
YML072C	YNL025C	negative
YDR255C	YEL002C	negative
YBR125C	YDR397C	negative
YKL052C	YBR251W	negative
YLR263W	YKL041W	negative
YMR044W	YOR142W	negative
YEL059C-A	YIL026C	negative
YMR078C	YDR246W	negative
YAR033W	YDR041W	negative
YBR193C	YGL127C	positive
YDR502C	YAL007C	negative
YKL016C	YAL003W	negative
YPL049C	YJL052W	negative
YDR057W	YKL067W	negative
YML063W	YLL021W	negative
YGL212W	YOR179C	negative
YDR392W	YML072C	negative
YPL120W	YDR173C	negative
YNL244C	YKL019W	negative
YIL022W	YKR065C	positive
YBR221C	YMR127C	negative
YLL041C	YDR495C	negative
YHR099W	YPR023C	positive
YMR054W	YHR039C-A	positive
YGR232W	YIL075C	positive
YMR095C	YDR439W	negative
YPL018W	YBR091C	negative
YHR026W	YDL045W-A	negative
YNL103W	YLR314C	negative
Q0275	YMR256C	positive
YFR008W	YPR051W	negative
YIR002C	YAL003W	negative
YGR095C	YHR081W	positive
YDR224C	YBL003C	positive
YLR145W	YDL130W-A	negative
YDR470C	YCL032W	negative
YNL052W	YOR145C	negative
YGR129W	YDL130W-A	negative
YOR160W	YML029W	positive
YGL236C	YPL218W	negative
YDL008W	YLR088W	negative
YDR028C	YKL119C	negative
YPL218W	YGR204W	positive
YER090W	YNL041C	negative
YLR436C	YHR039C-A	negative
YDR004W	YML055W	negative
YOL086C	YOR206W	negative
YNR038W	YBR234C	negative
YDL033C	YLR141W	negative
YLR457C	YPR016C	negative
YLR396C	YDR437W	negative
YJL143W	YDR427W	negative
YBR146W	YNL233W	negative
YPL003W	YJL115W	negative
YML081C-A	YGL033W	negative
YDL033C	YBR103W	negative
YPL154C	YDR233C	positive
YBR254C	YKL067W	negative
YBR207W	YDR334W	negative
YBR198C	YPL011C	positive
YMR201C	YML095C	positive
YGL048C	YDL147W	positive
YKR068C	YOR133W	negative
YPL003W	YHL025W	negative
YOR259C	YFR010W	positive
YBR036C	YDL148C	negative
YNL248C	YJL034W	negative
YJL054W	YPR162C	negative
YCL024W	YOL005C	negative
YAR007C	YML032C	positive
YNR010W	YDL033C	negative
YGL115W	YMR188C	negative
YDR314C	YPR165W	negative
YDL140C	YAL003W	negative
YOL097C	YJL041W	negative
YDL030W	YDR200C	negative
YPL175W	YOL139C	negative
YLR362W	YJR010C-A	negative
YOR373W	YPL003W	negative
YER019C-A	YPL122C	negative
YPL086C	YGR200C	positive
YDR228C	YBR041W	negative
YML091C	YML094W	negative
YKR008W	YMR158W	negative
YMR023C	YJL041W	negative
YNL032W	YNL059C	negative
YJL036W	YPR010C	negative
YHL011C	YBR171W	negative
YDR108W	YDR460W	negative
YFL008W	YJL074C	positive
YGL134W	YBL038W	negative
YBL045C	YDR529C	positive
YFR031C	YDR164C	negative
YNL138W-A	YOR057W	negative
YCR020C-A	YPL209C	negative
YBR175W	YDR469W	positive
YML105C	YBR263W	negative
YGR009C	YHR143W-A	negative
YGL223C	YBR084W	negative
YOR150W	YNL284C	positive
YLR275W	YMR186W	negative
YEL036C	YOR061W	negative
YKR007W	YIL021W	negative
YLR381W	YBL017C	negative
YMR224C	YDR171W	negative
YIL103W	YOR133W	positive
YPL084W	YBL006C	negative
YHR216W	YMR035W	negative
YOR164C	YKL144C	negative
YLR272C	YLR370C	negative
YGR048W	YGL187C	negative
YER117W	YDL033C	negative
YPR051W	YDL185W	negative
YPR105C	YJR045C	negative
YOR270C	YPR036W	positive
YDR289C	YLR406C	negative
YDL045W-A	YMR270C	negative
YPR110C	YLR038C	negative
YEL059C-A	YOR249C	negative
YGR275W	YPL016W	positive
YDR437W	YCR084C	negative
YGR074W	YER112W	positive
YKR001C	YLR275W	negative
YNL225C	YPR165W	negative
YOL062C	YPL249C-A	negative
YLR333C	YJL066C	positive
YOR090C	YMR043W	negative
YDL108W	YDR460W	positive
YHR098C	YPL237W	negative
YBR254C	YDR407C	positive
YPR191W	YJL138C	negative
YLR310C	YGL197W	positive
YBR289W	YHR200W	negative
YOR001W	YHR069C	positive
YBR247C	YDL192W	negative
YBR195C	YGR231C	negative
YNL006W	YMR263W	negative
YPL149W	YJL071W	negative
YLR033W	YNL287W	negative
YLR360W	YNL312W	negative
YDR424C	YKR054C	positive
YHR196W	YJR121W	negative
YOL051W	YCL008C	negative
YFL024C	YNL287W	negative
YDL030W	YJL063C	negative
YEL002C	YDL082W	negative
YER072W	YPL019C	positive
YNL306W	YJR132W	negative
YNL038W	YML114C	negative
YJR084W	YOL117W	positive
Q0120	YLR145W	negative
YNL262W	YGL223C	negative
YER122C	YNL025C	negative
YBR217W	YJL072C	negative
YPL020C	YMR275C	negative
YDL074C	YHR129C	negative
YMR304W	YDR027C	negative
YJR092W	YCR002C	positive
YMR096W	YNL214W	negative
YHL004W	YJL053W	negative
YDR027C	YPR180W	negative
YDR233C	YER133W	negative
YML025C	YLR314C	negative
YJL088W	YDR150W	negative
YDR106W	YJR006W	negative
YDR430C	YPL153C	negative
YDL203C	YDL116W	negative
YBR125C	YML065W	negative
YPR187W	YOR116C	positive
YER112W	YMR268C	positive
YLR203C	YKR037C	negative
YDL005C	YNL025C	positive
YLL048C	YPL256C	negative
YJR063W	YMR197C	negative
YDR289C	YDR211W	negative
YNL136W	YJL081C	positive
YMR218C	YGR274C	negative
YHR013C	YOR043W	negative
YKR029C	YDL192W	negative
YFR028C	YGR165W	negative
YNL097C	YMR237W	negative
YPR166C	YHR157W	negative
YDR483W	YGL249W	negative
YKL185W	YPL139C	positive
YOR136W	YHR075C	negative
YBR065C	YJL005W	negative
YIR021W	YBR095C	negative
YDR172W	YER048W-A	negative
YDR091C	YMR287C	negative
YKL211C	YPL228W	negative
YPL181W	YNL301C	negative
YOR299W	YKR027W	positive
YDR204W	YHR197W	negative
YHR114W	YOR295W	negative
YDR027C	YDR507C	negative
YCL044C	YLR003C	negative
YLL006W	YLR141W	negative
YER126C	YPL211W	positive
YBR161W	YEL015W	negative
YAL043C	YGL187C	negative
YGL098W	YDR207C	negative
YDL225W	YDR035W	negative
