IDA	IDB	Label
C44B9.4	F52E4.6	negative
Y39B6A.11	T19H12.10	negative
ZK632.1	Y73F8A.1	negative
F41G4.2	Y23H5A.5	negative
C01F6.6	C10E2.6	negative
R06F6.12	T14G10.2	positive
C39F7.2	C44B12.5	negative
C26C6.5	W03F11.6	negative
F41G4.2	F56C9.1	negative
R06B10.4	C55B7.1	negative
F33E2.2	W06H8.1	negative
R11A8.4	D2024.6	negative
T20B12.2	K08E3.3	positive
C17C3.4	K08E3.3	negative
D2030.6	Y54E5A.1	negative
K08F8.4	W07G1.3	negative
4R79.1	M7.1	negative
Y23H5A.5	Y59A8B.9	negative
Y57G11C.24	D1005.3	negative
Y38C1AB.8	W05H7.4	negative
ZK1055.1	C37C3.6	negative
DY3.2	4R79.1	negative
T08G5.5	R06A4.7	negative
Y71F9AL.14	C27B7.4	negative
R01H10.3	T09A5.12	negative
W03F8.1	Y75B8A.2	negative
Y92H12A.1	Y43F8C.6	positive
F13E9.3	Y105E8A.6	negative
Y48B6A.14	C03D6.6	positive
C36C9.1	R119.4	negative
F44C8.8	K10B3.10	negative
Y53F4B.22	Y39B6A.11	negative
F01F1.6	C14A4.5	negative
F56C9.1	Y32H12A.4	positive
R13A5.1	ZK867.1	negative
F52E4.1	B0457.1	negative
T03D8.1	K12G11.4	negative
F35G12.3	Y116A8C.36	negative
F35D2.5	Y92H12A.1	positive
ZK484.2	F42H10.7	negative
T23G5.1	C52A11.4	positive
F43D9.2	B0025.2	negative
F52D2.4	C17C3.4	negative
F13D12.4	H14N18.1	negative
F18C5.4	F58B4.2	positive
K08D10.8	T19H12.10	negative
C41C4.7	C07H6.7	negative
F42C5.10	B0303.7	positive
T02H6.5	T04C9.1	positive
C25G4.6	T22A3.3	negative
ZC376.4	R09B5.5	negative
F58G6.1	D1007.7	negative
W10D9.4	Y66H1B.4	negative
ZK858.4	Y59A8B.9	negative
C27B7.4	B0379.3	negative
F13H6.1	F28B12.2	negative
Y92H12A.1	F29G6.3	positive
Y82E9BR.15	Y47D3A.6	positive
F46G10.6	Y50D4C.1	negative
C30G12.7	T10B11.3	negative
Y105C5B.21	T13F3.3	negative
ZK1248.3	ZK673.7	negative
C03B8.4	C52E4.1	negative
C41D11.8	T22A3.3	negative
Y48E1B.1	ZK418.4	negative
C09G1.4	Y11D7A.14	positive
C42D8.2	T26H10.1	negative
F29G6.3	ZK909.4	negative
Y22F5A.3	F28F5.3	negative
F41D9.1	W09H1.6	negative
C04E12.12	R13H8.1	negative
F27D9.8	ZK1067.7	negative
F52F12.1	EGAP2.3	negative
R06A4.4	Y79H2A.1	positive
F33E2.2	W07E6.4	negative
F44C4.3	T10B11.3	negative
F56H11.1	K02F3.4	negative
T16H12.5	H20J04.8	negative
T06E4.1	B0365.1	negative
Y55B1BR.4	F43D9.4	negative
R166.1	C34D1.5	negative
C10F3.6	F42G9.9	negative
F13D12.7	T22A3.2	negative
Y39G10AR.17	C55B7.4	negative
Y66H1B.2	K01D12.4	negative
B0353.1	F42H10.3	positive
C52A11.4	R05F9.1	negative
F46H5.6	F01G10.8	negative
F37A4.7	ZK1067.7	negative
Y48G9A.4	Y51H4A.4	negative
F28F5.3	M7.1	negative
H05G16.1	T07C12.11	negative
C40H1.5	C33B4.3	negative
F25H2.10	R11A5.4	negative
M01E11.7	T13F2.3	negative
K04G7.1	Y39A3CL.2	positive
W10C8.2	C06E1.4	negative
B0222.8	R13H8.1	negative
Y105E8A.6	Y46G5A.1	negative
F54B3.3	C25F6.2	positive
R01H10.3	F43G9.5	negative
W10D5.3	T05G5.8	negative
B0336.11	T08H4.1	negative
Y22F5A.3	F52F12.1	negative
T05H4.6	F43H9.2	negative
JC8.3	T13B5.5	negative
C27B7.4	ZK616.10	negative
F48F7.7	T14A8.1	negative
F31E3.1	T11B7.1	positive
F52B5.5	T05B11.3	negative
F48F7.1	C06G1.4	positive
F59D8.1	K02F3.4	negative
T12D8.8	R144.2	negative
F13D12.6	F47A4.3	positive
C06A1.1	K02F3.4	negative
C08C3.1	Y46G5A.1	negative
Y110A2AR.2	T04D1.3	negative
B0336.6	F32A5.6	positive
W08G11.4	T13B5.5	negative
F52C6.3	K11E4.4	positive
T24F1.1	Y51A2D.11	negative
T23G5.5	B0207.3	negative
T19B10.7	DH11.1	negative
R10E11.1	C34E10.5	positive
ZK1055.1	B0379.4	negative
Y37A1B.17	C35B8.2	positive
F09E10.8	R06C1.3	positive
T24C4.6	H06H21.9	negative
Y54E2A.11	T22D1.12	negative
C44H4.5	T22H2.5	negative
K11D9.1	T13F2.8	negative
R01H10.3	T07G12.10	negative
T26E3.3	C17H11.6	positive
W02G9.2	C23G10.3	negative
ZK377.1	T24H10.6	negative
F32G8.6	F36A2.6	negative
R06B10.4	T22A3.3	negative
K12F2.2	F22B7.5	negative
R01H10.8	F33G12.5	negative
C34F11.9	T22A3.2	positive
C34F11.9	T22D1.12	negative
R13A5.8	M04G12.1	negative
R07B7.3	ZK675.2	negative
ZK353.8	C06A1.1	positive
C07E3.6	F11G11.12	negative
F43G9.5	D1005.3	negative
F46G10.6	C33B4.3	negative
Y116A8C.36	C07G1.5	positive
H05G16.1	C24H11.9	negative
F46F6.1	C09B8.6	negative
M05D6.7	K12D12.2	negative
R10E11.1	AC3.3	negative
H27C11.1	C05D2.5	negative
T20G5.11	F35C8.3	negative
C10C6.1	C44B7.1	negative
Y39G10AR.17	F25B5.7	negative
C32E8.11	C44F1.2	negative
Y39B6A.46	C09G1.4	positive
F55A11.3	Y54E2A.11	negative
F25C8.3	E01F3.1	negative
Y74C10AL.2	C50D2.3	positive
F58E10.5	ZK1067.1	negative
T16H12.5	C06E1.4	negative
F58G6.1	C25B8.1	negative
C04F6.1	K08E3.4	negative
Y39B6A.20	AH6.5	negative
Y113G7A.3	C07G1.4	negative
T26E3.3	R06F6.12	positive
F44C8.8	Y73B6BL.33	negative
F52F12.3	F40F12.5	negative
F10E9.3	Y116A8C.36	positive
ZK1248.3	T25G12.4	negative
C09D1.1	B0379.4	positive
F39C12.2	Y51H4A.4	negative
F44C4.4	C09H6.2	negative
B0304.1	F40F12.5	negative
Y92H12A.1	Y113G7B.23	positive
F09E10.3	Y45F10D.13	negative
F10C1.2	T04C9.1	positive
C08C3.1	F42H10.5	negative
Y41D4B.19	W03G9.4	negative
Y44E3B.1	F18A1.5	negative
Y71F9B.3	T20B12.2	negative
F46C8.5	T16H12.5	negative
F33G12.5	T13H2.5	negative
F09E10.8	T17H7.4	positive
F54G8.4	F33G12.5	negative
ZK1151.1	F58G6.1	negative
D2089.4	C36C9.1	negative
T27F7.1	AC3.3	negative
T22D2.1	T20B3.2	negative
Y53F4B.22	F47B10.1	negative
T20B12.2	F33G12.5	negative
F28F5.3	H14A12.2	negative
K09B11.9	F56H11.1	negative
T05H10.5	F25B5.4	positive
C34F11.9	K06A4.5	positive
M106.5	B0218.3	negative
R01H2.6	F25B5.4	positive
R01H10.3	Y69A2AR.30	negative
JC8.3	Y45G5AM.1	negative
F49E8.4	D2013.7	negative
ZK792.8	F17A9.3	negative
ZK1248.3	D1005.1	negative
K07G5.1	E01F3.1	negative
F43D9.4	F15D3.1	negative
Y39B6A.12	F57C9.5	negative
ZK616.10	R07G3.3	negative
T05C12.6	Y54E5A.1	negative
F27D9.6	B0457.1	negative
C27B7.4	C16A3.8	negative
Y39B6A.20	Y39B6A.11	negative
Y92H12A.1	C01G12.1	positive
F41H10.10	C06G1.4	negative
F10E9.8	C48E7.11	negative
F27D9.8	C23G10.3	negative
F45E1.7	T08H4.1	negative
K08F8.2	C55B7.4	negative
C40H1.5	K12C11.2	negative
F46C8.6	AC3.3	negative
Y105E8B.1	Y116A8C.36	positive
Y71F9B.3	M04F3.1	negative
T06E4.1	K01D12.4	negative
Y37D8A.10	F11G11.12	negative
Y41C4A.10	C12C8.2	negative
Y37D8A.10	C55B7.4	negative
T05A1.2	F56D12.5	negative
F29G6.3	C48E7.11	negative
F59B2.6	K02A4.2	negative
F54C8.5	C03A7.8	negative
W10D9.4	M04G12.1	negative
M28.7	B0001.6	negative
W03F11.6	F55C7.7	negative
F01F1.12	C52A11.4	negative
Y47D9A.2	F55H12.6	negative
C25B8.1	T07C4.1	negative
Y48A6B.11	C43E11.6	negative
F41H10.4	C09H6.2	positive
R10D12.14	F55B12.3	positive
B0336.6	B0303.7	positive
T14G10.2	B0379.3	negative
R01H2.6	Y59A8B.9	negative
C45E5.6	Y87G2A.10	negative
Y43E12A.1	F19F10.10	negative
F48F7.1	Y46G5A.10	negative
F52C6.3	C44B7.1	positive
F08C6.1	ZK1067.7	negative
F46C8.6	F35G12.3	negative
Y54E10A.5	T07G12.10	negative
ZK792.6	K06A4.5	negative
Y37D8A.9	F55A11.3	negative
Y73F8A.8	C07G1.4	negative
F09E10.3	R10E11.1	negative
Y75B8A.2	K08D10.8	negative
T19E7.2	W10G6.2	positive
JC8.3	C09H6.2	positive
F59F5.6	Y59A8B.9	negative
T13F2.8	T05B11.3	negative
C42D8.2	F11C7.5	negative
F35D6.1	B0379.4	negative
F39C12.2	Y53F4B.22	negative
T03D8.1	Y116A8C.36	positive
B0222.8	Y105E8B.1	negative
T04C10.4	ZK370.3	negative
C53A5.1	ZK84.3	negative
C18D11.4	C02F5.1	positive
C03A7.14	T04C10.2	negative
F28F5.3	C05D2.5	negative
Y57G11C.24	F22B8.6	negative
B0379.4	T01G1.3	negative
T12D8.8	K12G11.4	negative
C09G4.4	F17E5.1	positive
Y71F9AM.4	Y94H6A.9	negative
Y92H12A.1	K02C4.5	positive
ZK1055.1	Y59A8B.9	negative
ZC168.4	T07D10.2	negative
C02F5.9	C23G10.8	positive
ZK616.10	F01G10.8	negative
T01B11.3	Y20F4.3	negative
F22D3.1	Y69A2AR.2	negative
JC8.6	Y105E8B.4	negative
K12D12.1	F13D12.2	negative
F29F11.1	F15C11.2	negative
R11A5.4	Y39A3CL.6	negative
Y51A2D.15	K04G2.6	negative
R11A5.4	ZK370.3	negative
C52A11.4	T08H4.1	positive
E02H9.8	JC8.10	negative
F53A3.4	T05G5.6	negative
F20H11.5	Y54E10A.15	negative
T19C3.8	Y47D3A.6	positive
F08F8.3	M110.5	negative
T09A5.12	C09G4.3	negative
C48D5.1	F19F10.10	negative
C09B8.6	Y53C12B.3	negative
ZK1053.5	Y92H12A.1	positive
Y55B1AR.1	F49E8.4	negative
T07A9.5	K08F8.2	negative
F58A4.3	Y46G5A.19	negative
Y57G11C.4	K02F3.4	negative
Y110A2AR.2	F32A6.4	negative
K01C8.5	F58B6.2	negative
ZC8.4	T05G5.8	negative
C25G4.6	F22D3.1	negative
W03F8.1	ZK673.7	positive
C50E10.4	Y44E3A.4	positive
ZK1067.1	K06B4.6	negative
C01F6.4	ZK470.5	negative
C45E5.6	JC8.3	negative
B0261.4	F13G3.1	negative
F13E9.3	K10D2.2	negative
F52G2.2	F47B10.2	negative
C07D10.2	Y38C1BA.2	negative
R144.2	F52E4.6	negative
C38D4.6	F36A2.1	negative
C02F4.1	C47B2.5	negative
F41G4.2	T13B5.5	negative
F39H11.2	ZK899.8	negative
C43E11.6	T22A3.3	negative
B0379.3	F28F5.3	negative
F26F4.7	F53B3.1	negative
R03C1.1	K11D2.3	positive
F31E8.3	F52E4.4	negative
ZK836.1	F54E7.3	positive
B0207.3	D2045.6	negative
MTCE.3	C26E6.2	negative
W01D2.5	T01G9.6	negative
W03F8.1	ZK287.5	negative
F58E10.5	Y23H5A.5	negative
R01H10.3	C06G3.10	negative
F42G9.8	C34B7.3	negative
B0464.1	W09H1.6	negative
C27B7.4	Y61A9LA.9	negative
F55A11.3	C56E6.3	negative
ZK697.2	B0365.1	negative
W07E6.4	B0336.11	negative
K07D4.7	F35B12.5	positive
F39H11.2	B0414.6	negative
C02F4.1	Y39A1C.3	negative
C47E12.2	Y20F4.3	positive
C53A5.1	B0024.12	negative
F47B10.1	F59D8.1	negative
F45E1.7	Y48E1B.12	negative
F52F12.1	F20G4.3	negative
K11E4.4	T20B12.2	positive
Y37E11AR.2	F52E4.6	negative
Y73F8A.1	C34E10.3	negative
R05F9.1	F32A5.6	positive
F08C6.1	D2030.6	negative
Y73C8B.4	ZK1098.10	negative
F08F8.3	M05D6.7	negative
ZK867.1	Y39A3CL.6	negative
M05D6.7	F25H2.9	negative
K02F3.4	ZK1128.8	negative
F56H11.1	C25A11.4	negative
C07E3.2	F18E2.5	negative
ZK849.2	F53B3.3	positive
F26F4.7	F33G12.5	negative
C06G1.5	ZK470.5	positive
Y73C8B.4	F30F8.3	negative
Y42A5A.2	C27A2.6	positive
K01C8.5	C25G4.4	negative
B0464.7	C10E2.6	negative
F08C6.3	Y39A1C.3	negative
C25G4.4	K08F4.7	negative
C34C12.3	F45E4.3	negative
Y54E5B.3	Y54E10A.5	negative
F59A6.1	T27F2.3	negative
ZK1248.3	Y71H2B.10	positive
B0261.4	Y37E11AR.2	negative
C56C10.1	F58A3.2	negative
ZK1055.1	W09G12.4	negative
F54C1.7	F42E11.4	positive
C45G9.7	Y22D7AL.5	positive
ZK1248.10	F54F3.1	negative
K07F5.13	F25F2.2	negative
F11G11.12	Y51H4A.17	negative
C36C9.1	W02D7.10	negative
F55B12.3	T20B12.2	negative
T27E9.1	F28F5.3	negative
C52A11.4	F32G8.6	positive
C28H8.6	B0001.1	negative
F26H11.1	K07H8.6	negative
T04C10.4	ZK1151.1	negative
Y38C1AB.8	Y105E8A.26	negative
Y37A1B.15	F54F3.1	negative
F49E2.2	C26E1.2	positive
Y39B6A.11	F25F2.2	negative
Y41D4B.19	ZK84.3	negative
T05C12.6	F18A1.2	positive
R11A5.4	W03G9.4	negative
C09B8.7	ZK84.3	negative
C10F3.6	K11D9.1	negative
F38H4.9	H06H21.9	negative
B0025.2	C55B7.4	negative
ZK829.6	T04C12.5	negative
Y71F9AM.4	C06G3.10	positive
C03A7.14	F22B7.5	negative
Y54E5A.1	W03G9.4	negative
Y37A1B.15	T23G11.3	negative
T15H9.4	K12H4.7	positive
C09G1.4	F32A5.6	positive
F41H10.10	C03D6.6	positive
F22A3.1	W03F11.6	negative
F15C11.2	C25F6.2	negative
K04G7.4	B0001.6	negative
T26E3.3	B0001.1	positive
W01F3.3	F32G8.6	negative
C10E2.6	H05G16.1	negative
F46A9.6	Y44E3B.1	negative
W07B3.2	Y104H12A.1	positive
F39C12.2	ZK381.5	negative
F46F2.2	M04G12.1	negative
C46A5.9	T22D1.12	negative
K12F2.1	Y51A2D.11	negative
F28F5.3	T13B5.5	negative
C12D8.10	W07G1.3	negative
ZK265.4	4R79.1	negative
K01A6.2	F10G8.8	positive
C09G1.4	T23G11.3	positive
T08D10.1	ZK377.1	negative
C09D1.1	F01F1.6	negative
C41C4.7	Y22D7AL.5	negative
Y23H5A.5	R05F9.1	negative
C29E4.5	R06B10.4	negative
F58B6.3	B0001.1	negative
C06A6.2	K08B4.1	positive
F39H11.2	F32E10.4	positive
F44D12.1	K04G2.6	negative
C02F4.1	T04D1.3	positive
F52D2.4	F13E9.3	negative
Y56A3A.12	Y105E8B.4	negative
Y37A1B.17	C05D2.5	positive
F07A11.2	C25B8.3	negative
F45E1.7	F32D1.1	positive
Y55B1AR.1	T28F12.3	negative
F45E6.2	F42G4.3	negative
F58E10.5	F52E4.1	negative
T10A3.1	C18F3.2	negative
T08G5.5	F59A6.1	negative
ZK849.2	K04C1.4	negative
ZC155.5	R06B10.4	negative
