IDA	IDB	Label
Q99519	Q9Y5Q9	negative
Q9NQC1	Q8WYH8	positive
Q12788	P49643	negative
O15514	Q13438	negative
Q99497	P59780	negative
P07942	Q9NXR8	negative
P35579	Q9NVS2	negative
Q15019	Q9NVA2	positive
Q9UPZ3	Q9UJX4	negative
Q96AJ9	Q14790	negative
P82664	Q9Y2X9	negative
Q13118	O15239	negative
Q9UKB1	Q9NS68	negative
Q9Y2R9	Q92552	positive
P03897	Q9UIW2	negative
P56385	Q92831	negative
P04844	P11215	negative
Q9BZM6	Q96GM5	negative
P82930	Q5VTR2	negative
Q96BD5	Q13547	positive
P05546	Q03164	positive
P35613	O00548	positive
Q8IWI9	Q9UKM9	negative
P54132	Q4G0F5	negative
Q9Y399	O14979	negative
Q9ULH1	Q9H633	negative
O43707	O75712	negative
Q6I9Y2	Q8NI27	positive
Q96JC1	O15315	negative
P63208	O15111	positive
P00403	O15084	negative
P19447	Q00403	positive
Q9NYJ7	O00213	negative
Q99519	Q16633	negative
Q9Y3B4	Q9NVA2	negative
Q86U70	P15923	positive
Q6QNY0	P82650	negative
Q96ST3	Q16576	positive
P01374	O15126	negative
O43451	Q13616	negative
Q9GZX5	Q9H490	negative
Q969F9	O43143	negative
Q16787	O43464	negative
P03928	Q04637	negative
Q01970	P09382	negative
Q9HB96	Q15388	negative
Q13444	Q14691	negative
Q96T60	Q9UKU7	negative
Q9NWU2	P48357	negative
P82650	O95782	negative
Q92664	Q9UBV2	negative
P48556	P81274	negative
P19447	Q9Y5B0	positive
P47756	Q92535	negative
Q9H1A4	Q9UM13	positive
Q9Y6R4	P49643	negative
Q06643	Q96GD3	negative
Q9NYJ7	Q12834	negative
Q5YLB2	Q16526	negative
O60783	Q9NQT5	negative
Q13888	Q4G0F5	negative
P53539	P52732	negative
P29992	Q09028	negative
Q6PI98	P50914	negative
Q8IXM2	Q9UBU8	negative
P36954	Q00341	negative
Q9H3R5	Q9BU64	positive
Q96BN2	P49810	negative
Q9H0H0	P03928	negative
Q9NYJ7	Q92618	negative
Q96FI4	O14810	negative
Q06643	Q9BUJ2	negative
P03891	O15084	negative
Q8TDH9	Q9GZS1	negative
P52272	P03928	negative
Q02539	Q99595	negative
Q9UIG0	Q9Y5B9	positive
Q15054	P49642	positive
Q8N668	P25963	positive
P62312	Q9Y4Y9	positive
Q63HQ0	P42702	negative
Q9HCI7	P16234	negative
Q8N163	P56556	negative
Q86WB0	P82675	negative
P60896	P24821	negative
P29992	Q14442	negative
Q86U70	Q8N201	negative
O75529	P82279	negative
P49721	P35998	positive
P26718	O15446	negative
O60315	O60296	negative
Q13283	O43556	negative
P03886	O95139	positive
P67870	P59780	negative
P01374	Q00978	negative
Q9Y399	P82279	negative
P01374	P24928	negative
P05455	Q9HCM2	negative
O95271	Q6WN34	negative
O95696	P45985	negative
Q96FZ7	O75486	negative
Q9UKB1	Q14444	negative
Q9Y6B7	Q5RKV6	negative
P51587	P03928	negative
Q9Y6I7	P78364	negative
Q9Y6J9	Q9Y576	negative
P82673	Q01970	negative
Q9Y399	Q96T58	negative
Q9P0M6	O14925	negative
O15212	Q9BSM1	negative
Q15054	P56282	positive
O75531	Q02539	positive
Q9H633	O14543	negative
P31946	Q9UHV9	positive
P35858	Q86WB0	negative
A6H687	Q9UL03	positive
P41279	Q86W51	negative
Q9UKU7	Q9Y3B4	negative
O14686	Q8N8D1	negative
P18507	Q03188	negative
Q96FE5	P42702	negative
Q9BW27	Q7L5Y9	negative
Q99459	O00622	negative
Q86YV9	O75486	negative
Q8WWI1	Q86W51	negative
Q16533	Q14643	negative
A1Z199	Q9NR61	negative
Q9C086	Q9H981	positive
Q6IBW4	Q6UW60	negative
Q13797	O75947	negative
Q9BRX5	Q9UBK5	negative
Q15650	Q9NR61	negative
Q92994	Q16787	negative
P41970	Q96RK1	negative
Q92989	P06239	negative
Q15417	O43464	negative
Q9UL63	P67809	negative
O75712	O75528	negative
Q8TBF4	P49005	negative
Q9Y6X2	P82650	negative
Q9BQ87	P62304	negative
Q92664	Q9NXF1	negative
P29992	P20700	negative
Q9Y4Z0	Q8N257	negative
P47756	O43556	negative
Q9NS68	P57678	negative
Q13547	Q9BTC8	positive
P18859	Q12873	negative
P35606	Q96HS1	negative
Q9UQN3	Q8N8D1	negative
Q9Y4Y9	Q96J01	negative
P08962	Q9NSP4	negative
P20749	Q9Y587	negative
O94777	P12111	negative
O43791	Q9Y2V7	negative
O00750	P82914	negative
Q9BRV8	P82663	negative
Q9UKT8	Q9GZS1	negative
O15230	P55316	negative
P62736	O43556	negative
Q9H1A4	P17936	negative
Q6WN34	P07947	negative
Q9Y6B7	P24821	negative
P54277	O95251	negative
Q9NW38	P47870	negative
P08138	Q9Y2R5	negative
Q14202	O60907	negative
Q53T94	Q15573	positive
Q92535	Q04917	negative
P46527	P14867	negative
O14979	Q9HCM2	negative
Q969F9	P02751	negative
Q9Y2Q9	P47870	negative
Q9HAV0	P35659	negative
Q9UDW3	P62306	positive
Q9NUG6	Q7KZI7	positive
Q15653	Q04206	positive
Q6WN34	Q12888	negative
O00443	Q13247	negative
Q9UNM6	O75051	negative
P06756	Q9NVS2	negative
Q8TCJ2	Q9H875	negative
P07996	Q9NVS2	negative
Q9Y3U8	Q6P4R8	negative
P47755	Q9GZN1	negative
Q96JC1	Q9NVC6	negative
O95271	O95139	negative
Q15788	Q9Y2R5	negative
Q52LA3	P05387	negative
Q15369	Q14202	negative
Q9H9T3	Q99519	negative
Q13616	P19838	positive
P35858	Q9UKX5	negative
O15550	P56556	negative
Q9Y3D3	P82650	positive
Q14181	P18084	negative
Q02543	Q15596	negative
O15235	P82933	positive
P07942	P17706	negative
O00443	Q6W2J9	negative
Q8IYB3	P62136	positive
Q63HQ0	O95239	negative
P82909	Q6P9B9	negative
O75379	O95149	negative
Q9HBM6	Q00403	positive
Q9Y3D5	Q9Y2X0	negative
O43556	Q99638	negative
Q9Y2U8	Q9BZZ5	positive
Q13263	Q6ZYL4	negative
Q01081	Q96KG9	negative
Q9BYN8	P61966	negative
Q15542	O14828	negative
Q12769	Q9NP92	negative
Q00839	Q9H4B7	negative
Q14687	P55268	negative
Q13454	Q9NQS7	negative
P36873	Q8WUA4	negative
Q92664	P61758	negative
P52435	P18859	negative
P51805	P01574	negative
P05154	P84022	negative
Q5PSV4	Q96LT9	negative
O14828	P30260	negative
O15144	P30049	negative
P78527	P18564	negative
P53539	O60447	negative
Q8NFH3	Q8NFH4	positive
Q9UIM3	O15143	negative
O75448	Q8TBF4	negative
Q9BYN8	O00743	negative
Q99519	Q03188	negative
Q96AJ9	Q9UHV7	negative
P30050	P26992	negative
Q9UBW7	Q6ZN18	negative
Q13368	Q15910	negative
Q8NB91	P15018	negative
Q00839	O75712	negative
Q99496	P21675	positive
Q92616	P25208	negative
P31946	Q13283	positive
P52434	Q9Y6K9	positive
Q02543	P10451	negative
Q12904	P82663	negative
O43516	Q9Y2R5	negative
O43556	Q5QJE6	negative
O95613	P18859	negative
P35858	P62310	negative
Q9NYJ7	Q9UK45	negative
Q13148	P18564	negative
Q12791	Q9UBW8	negative
P12643	Q9NWU2	negative
Q9NR30	Q96RK1	negative
Q13148	Q8N201	negative
Q14653	Q8N201	negative
Q9BQ87	Q9BY43	negative
Q9H1J1	Q6ZYL4	negative
O43451	P41182	negative
P41231	Q9NVA2	negative
O60783	Q86VN1	negative
Q06330	Q8N201	negative
Q96AJ9	Q9UIW2	negative
Q01094	Q9BRB3	negative
Q63HQ0	Q09161	negative
Q9Y605	P18077	negative
Q99627	Q13617	positive
Q96QK1	O75818	negative
Q9H814	P39060	negative
Q12824	P82914	negative
P55735	P35659	negative
P53539	Q00978	negative
Q13158	Q9Y4W2	negative
P82932	Q9Y4W2	negative
Q9UPM8	Q9Y2V7	negative
P82909	Q6I9Y2	negative
P14678	Q9H840	positive
Q8IWI9	O60506	negative
Q96EY7	Q01955	negative
P61353	O75170	negative
P14867	P27348	negative
Q8NFY4	Q9H2X6	negative
P13224	Q96EE3	negative
O95149	P23246	negative
Q15417	P26992	negative
Q96EL2	Q9BTC8	negative
P35606	Q9Y6K9	positive
Q00403	Q7L1Q6	negative
P18859	P03928	positive
Q9HCM2	O00764	negative
P82673	P15884	negative
Q9NVS2	P43246	negative
Q8IVT5	O15143	negative
P03886	O15143	negative
P18507	Q9UQ35	negative
Q9Y5B0	Q9Y653	negative
P49841	P25054	positive
Q8IWI9	P62879	negative
P18615	Q9H4B7	negative
Q96FI4	P56381	negative
P03891	P14859	negative
P38398	Q8TAQ2	positive
Q96EE3	Q96T58	negative
O00505	P19838	positive
Q13547	P68431	positive
P61158	Q13683	negative
P82912	P31749	negative
Q96JC1	P62195	negative
Q8IWI9	P61966	negative
P11802	Q92535	negative
Q9UK53	P62736	negative
Q14152	O00303	positive
Q9NUV7	P04626	negative
Q6R327	O95696	negative
P42702	Q9NXR8	negative
P78325	P82930	negative
Q9Y2R9	Q9NZZ3	negative
Q13616	Q9NUV7	negative
Q9H269	Q96GY3	negative
Q13596	O60749	positive
P13726	Q9Y587	negative
Q13547	Q9H9B1	positive
P26368	Q9NS68	negative
Q969H4	Q9H0D6	negative
P03886	Q9GZS1	negative
O15239	Q9NWU2	negative
P05496	O95696	negative
Q92766	P23467	negative
P25791	Q14444	negative
O75886	O15270	negative
P26441	P47870	negative
O14777	Q92994	negative
Q13838	P24821	negative
P23458	Q9Y587	negative
P54132	Q92896	negative
P63162	P82650	negative
Q15021	Q9Y291	negative
Q6ZYL4	Q6UN15	negative
Q8WYB5	Q92828	negative
Q86VW2	Q92966	negative
P30050	P62910	positive
P01374	P21926	negative
Q7KZF4	Q01970	negative
Q96RK1	Q9UKN8	negative
Q01970	P35659	negative
P13612	Q9BRB3	negative
Q99728	Q92896	negative
Q969F9	P82914	negative
Q13009	Q9Y5Q8	negative
Q12905	Q9NR61	negative
Q92643	Q969F9	negative
P53677	P11802	negative
A6H8Y1	P82914	negative
O75529	Q92896	negative
P78367	Q9Y2X7	negative
Q15329	O94887	negative
P53677	Q04637	negative
P82663	Q9UKV3	negative
Q99683	Q96KG9	negative
Q13454	P26358	negative
P19447	P07942	negative
Q9BRB3	Q9Y2A7	negative
P07550	Q14691	negative
P12111	Q8WVM7	negative
P03891	Q15543	negative
P42704	P19838	positive
Q6UXN9	Q9Y2R5	negative
Q16236	Q9Y2V7	negative
Q9H1I8	P51805	negative
Q92665	Q14202	negative
Q6UWZ7	Q9Y5B0	negative
Q8NCE0	Q9HCM2	negative
O15446	Q02410	negative
Q9ULG1	Q96EE3	negative
Q9H1A4	P57087	negative
P29992	Q9Y6I7	negative
Q9NYB0	Q86YV9	negative
P51532	P24863	positive
Q9UHD2	Q15653	positive
P61160	Q92618	negative
P82921	O43196	negative
Q13367	P21926	negative
P00403	P28370	negative
O43451	P24864	negative
Q92535	O15400	negative
O43292	Q96HS1	negative
Q9Y248	O60870	negative
Q8N9N2	Q14442	negative
P37275	O15270	negative
Q8WUW1	Q9Y2A7	positive
Q9GZX5	Q86YV9	negative
Q9GZN1	Q9Y230	positive
P05455	Q8N257	positive
P18074	P19387	positive
P23508	Q9GZS1	positive
Q9NRH3	Q9BZM6	negative
P53677	Q7L576	negative
Q04726	Q9UKX5	negative
Q9Y676	Q9Y2A7	negative
Q92667	Q9HCI7	negative
Q8N201	P61244	negative
P09874	Q9HAV0	negative
Q969F9	Q68E01	negative
Q9BRB3	P07437	negative
P26012	Q92616	negative
P03372	Q96EL2	negative
Q8IVI9	O60315	negative
P82663	P26583	negative
P62917	P41970	negative
Q9NVH2	Q9UHV7	negative
Q8N8D1	Q12965	negative
Q15393	P59780	negative
Q6ZYL4	Q9H0U3	negative
Q9BY43	Q9BRB3	negative
O15446	Q01955	negative
P54277	Q9UBV2	negative
Q9BZR6	Q13112	negative
P12643	P09086	negative
Q9UIG0	Q14563	negative
Q15542	Q92804	positive
P56192	O94864	negative
P31946	P08238	positive
Q92828	P12277	negative
Q13797	Q9HB71	negative
Q13158	Q15628	positive
Q9UPM8	O15270	negative
Q9H490	P20618	negative
Q7KZF4	O95139	negative
Q13683	P30876	negative
P52907	Q8N3R9	positive
P07948	P82650	negative
Q9UHI5	Q86W42	negative
Q13797	Q04864	negative
P05154	Q9UHD9	negative
P62312	Q92618	negative
Q8TCJ2	P55201	negative
Q96JC1	Q969S2	negative
P29992	P60033	positive
Q52LA3	Q96F86	negative
Q9GZX5	Q6PUV4	negative
Q13454	P43243	negative
Q9UQ84	P03928	negative
P01374	P78560	negative
Q13148	O43143	positive
P41231	Q92828	negative
Q92750	O75051	negative
Q9BSI4	P82914	negative
P19174	Q8WUA4	negative
Q9Y3F4	Q63HQ0	negative
Q63HQ0	O75170	negative
Q96JC1	Q86YV9	negative
P56134	Q9UDW3	negative
P56381	P01111	negative
Q02539	O15143	negative
P05546	Q9P2I0	negative
Q8N163	Q86W51	negative
Q15650	Q9UPM8	negative
Q96Q27	Q9H503	negative
Q99496	Q969R5	positive
Q96EL2	Q9UIW2	negative
O15239	Q9BQ95	positive
Q96ST3	Q9HCU9	positive
Q9BTK6	Q9NS68	negative
Q9H490	Q6P2C8	negative
Q9UK41	O75712	negative
Q96B97	O14979	negative
Q9H1A4	P07550	negative
P06756	O15270	negative
Q16560	Q00341	negative
P12004	P28340	positive
Q9UKG1	Q14563	negative
O94913	Q9UL15	negative
P35858	Q8TCJ2	negative
P52272	Q96HS1	negative
P12004	O95257	positive
Q96KG9	P61077	negative
Q92643	Q01970	negative
P14859	Q96EY7	negative
Q86U70	Q99595	negative
Q96EK2	O75362	positive
Q5H9R7	P61353	negative
O60783	Q99963	negative
P52434	Q9H9Y6	positive
Q96HW7	O75712	negative
P56377	Q86W51	negative
P82909	P56377	negative
O14727	P03928	negative
P46199	P52292	positive
O75530	Q96JC1	negative
Q5YLB2	Q8N488	negative
Q96JC1	P20700	negative
P07550	O14979	negative
O75821	Q99613	positive
Q9UBX0	Q9HAV0	negative
Q9P2I0	Q16576	positive
Q9HBI1	P09086	negative
Q8NBZ0	Q01518	negative
P29992	P08579	negative
Q15417	Q99460	negative
P62875	Q9Y2S0	positive
Q04917	P82663	negative
P63208	Q9ULZ2	positive
P01116	P26992	negative
P18859	P24863	negative
Q9ULD4	A6H8Y1	negative
P26012	Q9UKF6	negative
P56385	P35968	negative
P82663	Q13257	negative
Q9BXY8	Q13368	negative
P61964	Q15029	positive
Q09666	O00622	negative
P41182	P82921	negative
P35269	P56556	negative
Q9UPZ3	Q15185	negative
P30050	P18124	positive
Q9BZK7	P49207	negative
Q96BD5	Q14839	positive
Q9UPZ3	Q8N668	negative
P00403	P23229	negative
Q969F9	P05556	negative
Q9Y3U8	Q9BSV6	negative
Q9BXL7	Q9BSV6	negative
P50148	P82914	negative
A7MCY6	O95059	negative
P35606	P29084	negative
P27986	Q5YLB2	negative
P29992	Q6PI98	negative
Q9Y2R9	Q5YLB2	negative
P10646	Q9UKT7	negative
O95707	Q96EL2	negative
Q9BRX5	O95219	negative
P56537	Q5RKV6	negative
P60896	Q9H0H0	positive
Q9BZM6	Q15075	negative
P07996	Q8N201	negative
P05546	O75843	negative
P35606	P40692	negative
P34059	O60664	negative
Q4G0F5	O00148	negative
P82663	Q9Y230	negative
Q6WN34	P05387	negative
O60934	P82930	negative
O75529	P10451	negative
P30049	O14543	negative
Q86UP2	Q9P0M6	negative
Q9NUV7	Q9Y4K3	negative
Q92585	P49336	positive
O75489	Q15388	positive
Q08881	P14867	negative
Q13227	Q15417	negative
O94864	P10619	negative
P98170	Q9H633	negative
O95696	Q15075	negative
Q9NPF5	Q15906	positive
Q5XUX0	Q13507	negative
Q16514	Q9Y6J9	positive
Q14155	Q6PUV4	negative
Q9H1A4	P82914	negative
P46199	O75822	negative
P17252	O60870	negative
Q9HCK8	Q5YLB2	negative
Q8N3Y1	Q9Y2V7	negative
Q8N257	O14543	negative
Q96MW5	Q5RKV6	negative
P22681	Q9UPZ3	negative
Q969G3	Q9Y5B9	positive
O75964	O00743	negative
P60228	Q6WN34	negative
Q9UBX0	Q13547	positive
P54105	P61803	negative
Q6PI98	O43502	negative
Q13526	P49207	negative
Q14160	Q15417	negative
P21796	Q96JB8	negative
Q13797	Q14181	negative
Q8TBF4	Q9NV56	negative
P15018	P35442	negative
O75964	Q13163	negative
Q8N257	Q15334	negative
P12830	P49023	positive
Q9H814	Q9Y576	negative
Q9UHD2	Q9H0U3	negative
Q15545	Q96EZ8	positive
Q9UJX4	P30260	positive
Q7RTV0	Q14194	negative
Q13415	Q96AJ9	negative
Q14653	P36542	negative
P25789	P25788	positive
O94887	O43660	negative
Q13315	P35251	positive
Q12904	P82921	negative
Q96FI4	P08709	negative
P53677	P42345	negative
Q86VW2	P07288	negative
Q5QJE6	Q16363	negative
Q86VW2	P05546	negative
Q969F9	P35968	negative
Q9UNL4	P56556	negative
P15923	Q9H981	positive
Q9Y2V7	Q96J01	negative
P16144	O15230	positive
Q86W51	Q9BQA1	negative
Q12791	Q15744	negative
Q6IA86	P43246	negative
Q9H269	Q13507	negative
Q92766	Q9UL63	negative
Q92828	Q13155	negative
P62195	Q13797	negative
P24863	P11047	negative
O43915	P36873	negative
Q9H814	Q9H4B7	negative
Q96KG9	P28370	negative
Q9HCX4	Q52LA3	negative
Q15291	O00422	positive
Q16514	Q13547	positive
Q6UW60	P99999	negative
Q9NRH3	Q6IE81	negative
P53779	P11047	negative
O15084	P82921	negative
Q13118	P50539	positive
P51398	P82933	positive
Q9UMS4	P62316	positive
Q13797	P18124	negative
P06576	O75947	positive
P55036	O75818	negative
Q15477	Q9Y2V7	negative
Q9NVS2	Q13247	negative
P06493	P38936	positive
Q7L2H7	P36954	negative
P78345	P61160	negative
Q9H6S1	Q14444	negative
Q9H0E3	Q9BZD4	negative
P34059	Q15906	negative
Q9Y2R9	Q9BWJ5	negative
O14893	P62308	positive
Q9UPN9	Q9H4B7	negative
Q13368	Q05048	negative
P62314	O75533	positive
P07550	Q9Y570	negative
Q63HQ0	Q7L1Q6	negative
Q12789	P00846	negative
Q9H0D6	Q96CJ1	negative
Q9UKU7	Q9H9Q2	negative
P46199	Q9UIF9	negative
Q9BTT4	Q9BUE0	positive
Q9UKV8	Q6PUV4	negative
O75943	P35250	positive
Q9H5N1	Q9UBL3	negative
Q01518	Q9ULG1	negative
P18074	P29084	positive
P16520	Q5RKV6	negative
Q92828	Q8TD19	negative
Q96CB8	P11047	negative
Q63HQ0	O60870	negative
Q06643	O43242	negative
O60341	P21675	positive
P62277	Q16543	positive
O00764	P48357	negative
Q6VMQ6	Q9NUV7	negative
Q13368	O60907	negative
Q6IEG0	P62308	positive
P10646	P07992	negative
P82663	Q9P253	negative
Q92922	Q14919	positive
Q13620	Q9BRB3	negative
P01374	Q9HCM2	negative
P49642	P56282	positive
Q01518	P50750	negative
P06241	O95359	negative
P18859	O95149	negative
Q9Y6J0	P18507	negative
O95453	Q96AJ9	negative
O00257	O75964	negative
Q75QN2	P78364	negative
Q15427	Q6PUV4	negative
P19388	P82675	negative
O95271	P04844	negative
P06748	Q99595	negative
Q9BTT4	Q9UHV7	positive
P19320	Q00403	negative
P40763	Q9Y576	negative
Q9HB75	Q96JC1	negative
P35222	Q14254	positive
Q9Y3D9	P82673	positive
O15212	P38936	negative
Q92785	P47755	negative
Q15208	Q6PI98	negative
O95149	P78560	negative
Q9UPN7	P49642	negative
P08514	Q8WVB6	negative
O75051	Q92616	negative
